orf#,start,end,strand,contig,id,annot,score,evalue,aln_length,interpro_annot,interpro_evalue,DRAM_kegg,DRAM_pdfam,nr_annotation,nr_bitscore
2115,2146096,2146860,TRUE,CP081958.1,CP081958.1_2115,"",,,,Conserved TM helix,3.6e-12,"","",,
2116,2147393,2147668,TRUE,CP081958.1,CP081958.1_2116,"",,,,RHH_NikR_HicB-like,3.96208e-13,"","",ribbon-helix-helix domain-containing protein [Halobaculum magnesiiphilum],174
2117,2147661,2147924,TRUE,CP081958.1,CP081958.1_2117,"",,,,RelE-like,1.49e-12,"","",type II toxin-antitoxin system RelE/ParE family toxin [Halobaculum magnesiiphilum],184
2118,2148033,2149022,FALSE,CP081958.1,CP081958.1_2118,"",,,,S-adenosyl-L-methionine-dependent methyltransferases,2.37e-63,"","",class I SAM-dependent methyltransferase family protein [Halobaculum magnesiiphilum],647
2119,2149053,2150675,FALSE,CP081958.1,CP081958.1_2119,"",,,,DETHIOBIOTIN SYNTHETASE,0,"","",cobyric acid synthase [Halobaculum magnesiiphilum],1035
2120,2150675,2151409,FALSE,CP081958.1,CP081958.1_2120,"",,,,ATP:corrinoid adenosyltransferase BtuR/CobO/CobP,2.1e-50,"","","cob(I)yrinic acid a,c-diamide adenosyltransferase [Halobaculum magnesiiphilum]",469
2121,2151474,2152244,FALSE,CP081958.1,CP081958.1_2121,"",,,,Adenosylcobinamide amidohydrolase,4.8e-41,"","",adenosylcobinamide amidohydrolase [Halobaculum magnesiiphilum],476
2122,2152234,2153247,FALSE,CP081958.1,CP081958.1_2122,"",,,,"Aspartate Aminotransferase, domain 1",4.3e-76,"","",aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme [Halobaculum magnesiiphilum],663
2123,2153244,2153942,FALSE,CP081958.1,CP081958.1_2123,"",,,,Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A,2.7e-39,"","",NTP transferase domain-containing protein [Halobaculum magnesiiphilum],431
2124,2153942,2154730,FALSE,CP081958.1,CP081958.1_2124,"",,,,Cobalamin-5-phosphate synthase,2.4e-37,"","",adenosylcobinamide-GDP ribazoletransferase [Halobaculum magnesiiphilum],463
2125,2154727,2155647,FALSE,CP081958.1,CP081958.1_2125,"",,,,CobD/Cbib protein,1.5e-70,"","",CobD/CbiB family cobalamin biosynthesis protein [Halobaculum magnesiiphilum],544
2126,2155638,2156357,FALSE,CP081958.1,CP081958.1_2126,"",,,,HAD-like,3.79e-26,"","",HAD family hydrolase [Halobaculum roseum],411
2127,2156360,2157658,FALSE,CP081958.1,CP081958.1_2127,"",,,,"COBYRINATE A,C-DIAMIDE SYNTHASE",2.3e-122,"","","cobyrinic acid a,c-diamide synthase [Halobaculum magnesiiphilum]",853
2128,2157655,2158728,FALSE,CP081958.1,CP081958.1_2128,"",,,,TIGR00303 family protein,2e-75,"","",TIGR00303 family protein [Halobaculum magnesiiphilum],660
2129,2158861,2159745,FALSE,CP081958.1,CP081958.1_2129,"",,,,HEMIN IMPORT ATP-BINDING PROTEIN HMUV,8e-89,"","",ATP-binding cassette domain-containing protein [Halobaculum magnesiiphilum],528
2130,2159742,2160884,FALSE,CP081958.1,CP081958.1_2130,"",,,,"ABC transporter involved in vitamin B12 uptake, BtuC",4e-99,"","",vitamin B12 ABC transporter permease BtuC [Halobaculum magnesiiphilum],686
2131,2160943,2162172,TRUE,CP081958.1,CP081958.1_2131,"",,,,PGF-CTERM-anchored ABC transporter substrate-binding protein,4.5e-125,"","",PGF-CTERM-anchored ABC transporter substrate-binding protein [Halolamina pelagica],286
2132,2162221,2162721,TRUE,CP081958.1,CP081958.1_2132,"",,,,Short C-terminal domain,1.2e-09,"","",SHOCT domain-containing protein [Halobaculum magnesiiphilum],311
2133,2162816,2163097,TRUE,CP081958.1,CP081958.1_2133,"",,,,signal recognition particle subunit SRP19,1e-44,"","",MULTISPECIES: signal recognition particle subunit SRP19 [Halobaculum],182
2134,2163118,2163348,TRUE,CP081958.1,CP081958.1_2134,"",,,,Probable tRNA pseudouridine synthase domain,7.2e-20,"","",MULTISPECIES: Gar1/Naf1 family protein [Halobaculum],148
2135,2163460,2163750,TRUE,CP081958.1,CP081958.1_2135,"",,,,Family of unknown function (DUF6516),8.2e-14,"","",DUF6516 family protein [Halobaculum magnesiiphilum],204
2136,2163797,2164207,TRUE,CP081958.1,CP081958.1_2136,"",,,,"""""""""Winged helix"""""""" DNA-binding domain",9.09e-06,"","",transcriptional regulator [Halobaculum magnesiiphilum],258
2137,2164287,2165804,TRUE,CP081958.1,CP081958.1_2137,"",,,,GLUTAMYL-TRNA GLN  AMIDOTRANSFERASE SUBUNIT B  MITOCHONDRIAL AND PROKARYOTIC  PET112-RELATED,0,"","",Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB [Halobaculum magnesiiphilum],980
2138,2165902,2166531,TRUE,CP081958.1,CP081958.1_2138,"",,,,Domain of unknown function (DUF1508),2.8e-19,"","",DUF1508 domain-containing protein [Halobacterium sp. CBA1126],87.4
2139,2166539,2166988,FALSE,CP081958.1,CP081958.1_2139,"",,,,"",,"","",,
2140,2167045,2168583,FALSE,CP081958.1,CP081958.1_2140,"",,,,MATE_like_12,4.57094e-162,"","",MATE family efflux transporter [Halobaculum magnesiiphilum],935
2141,2168689,2169765,FALSE,CP081958.1,CP081958.1_2141,"",,,,ABC-TRANSPORTER METAL-BINDING PROTEIN,4.2e-63,"","",metal ABC transporter permease [Halobaculum magnesiiphilum],580
2142,2169762,2170559,FALSE,CP081958.1,CP081958.1_2142,"",,,,ABC_Metallic_Cations,7.66522e-82,"","",metal ABC transporter ATP-binding protein [Halobaculum magnesiiphilum],521
2143,2170556,2171632,FALSE,CP081958.1,CP081958.1_2143,"",,,,HIGH-AFFINITY ZINC UPTAKE SYSTEM PROTEIN ZNUA-RELATED,4.8e-56,"","",metal ABC transporter substrate-binding protein [Haloplanus salinus],374
2144,2171778,2173238,TRUE,CP081958.1,CP081958.1_2144,"",,,,Zn peptidases,1.8e-122,"","",M20/M25/M40 family metallo-hydrolase [Halobaculum magnesiiphilum],967
2145,2173319,2175244,TRUE,CP081958.1,CP081958.1_2145,"",,,,alpha/beta hydrolase,1.2e-75,"","",S9 family peptidase [Halobaculum magnesiiphilum],1310
2146,2175566,2176315,FALSE,CP081958.1,CP081958.1_2146,"",,,,Creatininase,4.9e-61,"","",creatininase family protein [Halobaculum magnesiiphilum],518
2147,2176447,2178078,TRUE,CP081958.1,CP081958.1_2147,"",,,,beta-lactamase/transpeptidase-like,7.89e-74,"","",serine hydrolase [Halobaculum saliterrae],816
2148,2178184,2180724,TRUE,CP081958.1,CP081958.1_2148,"",,,,PROKARYOTIC DNA TOPOISOMERASE,0,"","",DNA topoisomerase I [Halobaculum magnesiiphilum],1687
2149,2180765,2180932,TRUE,CP081958.1,CP081958.1_2149,"",,,,"",,"","",,
2150,2181088,2181912,TRUE,CP081958.1,CP081958.1_2150,"",,,,"",,"","",,
2151,2181929,2182165,FALSE,CP081958.1,CP081958.1_2151,"",,,,"",,"","",,
2152,2182502,2183224,TRUE,CP081958.1,CP081958.1_2152,"",,,,putative phosphoglycerol geranylgeranyltransferase,4.5e-124,"","",putative phosphoglycerol geranylgeranyltransferase [Halobaculum magnesiiphilum],490
2153,2183300,2184664,FALSE,CP081958.1,CP081958.1_2153,"",,,,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase,1.97e-19,"","",HAMP domain-containing sensor histidine kinase [Halobaculum sp. DT55],571
2154,2184801,2186105,TRUE,CP081958.1,CP081958.1_2154,"",,,,AsxRS_core,0,"","",aspartate--tRNA(Asn) ligase [Halobaculum magnesiiphilum],869
2155,2186486,2188300,TRUE,CP081958.1,CP081958.1_2155,"",,,,"",,"","",,
2156,2188418,2189809,TRUE,CP081958.1,CP081958.1_2156,"",,,,Subtilisin-like,5.24e-46,"","",S8 family serine peptidase [Halobaculum magnesiiphilum],841
2157,2189885,2190511,TRUE,CP081958.1,CP081958.1_2157,"",,,,"""""""""Winged helix"""""""" DNA-binding domain",1.51e-14,"","",winged helix-turn-helix domain-containing protein [Halobaculum magnesiiphilum],395
2158,2190533,2191096,FALSE,CP081958.1,CP081958.1_2158,"",,,,Jelly Rolls,8.6e-19,"","",cupin domain-containing protein [Halobaculum magnesiiphilum],386
2159,2191204,2191794,TRUE,CP081958.1,CP081958.1_2159,"",,,,"",,"","",,
2160,2191864,2192736,TRUE,CP081958.1,CP081958.1_2160,"",,,,GHMP_arc_MJ0969,2.9e-70,"","",sugar kinase [Halobaculum magnesiiphilum],544
2161,2192841,2193677,TRUE,CP081958.1,CP081958.1_2161,"",,,,Phosphopantoate/pantothenate synthetase,1.4e-109,"","",4-phosphopantoate--beta-alanine ligase [Halobaculum magnesiiphilum],481
2162,2193973,2194533,TRUE,CP081958.1,CP081958.1_2162,"",,,,Nucleoside Triphosphate Pyrophosphohydrolase,1.5e-20,"","",NUDIX domain-containing protein [Paracoccaceae bacterium],95.9
2163,2194534,2195661,FALSE,CP081958.1,CP081958.1_2163,"",,,,Oxidoreductase molybdopterin-binding domain,9.29e-39,"","",molybdopterin-dependent oxidoreductase [Halobaculum magnesiiphilum],754
2164,2195797,2196531,TRUE,CP081958.1,CP081958.1_2164,"",,,,NAD(P)-binding Rossmann-fold domains,3.19e-76,"","",glucose 1-dehydrogenase [Halobaculum magnesiiphilum],463
2165,2196620,2196859,TRUE,CP081958.1,CP081958.1_2165,"",,,,"",,"","",MULTISPECIES: AbrB/MazE/SpoVT family DNA-binding domain-containing protein [Halobaculum],165
2166,2196859,2197293,TRUE,CP081958.1,CP081958.1_2166,"",,,,Ribonuclease VapC,2.2e-44,"","",PIN domain-containing protein [Halobaculum magnesiiphilum],290
2167,2197318,2198469,FALSE,CP081958.1,CP081958.1_2167,"",,,,ASPARTATE AMINOTRANSFERASE,2.6e-122,"","",pyridoxal phosphate-dependent aminotransferase [Halobaculum magnesiiphilum],760
2168,2198573,2199184,FALSE,CP081958.1,CP081958.1_2168,"",,,,Archaebacterial flagellin,1.4e-39,"","",flagellin [Halobaculum magnesiiphilum],371
2169,2199622,2200653,FALSE,CP081958.1,CP081958.1_2169,"",,,,Glutathione Transferase (cytosolic),0,"","",glutathione S-transferase family protein [Halobaculum magnesiiphilum],706
2170,2200773,2200958,TRUE,CP081958.1,CP081958.1_2170,"",,,,"",,"","",,
2171,2200992,2201726,FALSE,CP081958.1,CP081958.1_2171,"",,,,S-adenosyl-L-methionine-dependent methyltransferases,2.94e-25,"","",methyltransferase domain-containing protein [Salinigranum halophilum],193
2172,2201729,2202730,FALSE,CP081958.1,CP081958.1_2172,"",,,,TRANSCRIPTIONAL REGULATOR PROTEIN-LIKE PROTEIN,6.7e-79,"","",thiamine-phosphate synthase family protein [Halobaculum magnesiiphilum],631
2173,2202727,2203350,FALSE,CP081958.1,CP081958.1_2173,"",,,,"dCTP deaminase, dUMP-forming",1.6e-75,"","",dCTP deaminase [Halobaculum magnesiiphilum],406
2174,2203410,2204126,FALSE,CP081958.1,CP081958.1_2174,"",,,,Yip1 domain,9.6e-13,"","",YIP1 family protein [Halobaculum magnesiiphilum],449
2175,2204259,2204597,TRUE,CP081958.1,CP081958.1_2175,"",,,,PTH2,2.43608e-57,"","",peptidyl-tRNA hydrolase Pth2 [Halobaculum magnesiiphilum],219
2176,2204597,2205973,TRUE,CP081958.1,CP081958.1_2176,"",,,,tRNA pseudouridine synthase D (TruD),0,"","",tRNA pseudouridine(13) synthase TruD [Halobaculum magnesiiphilum],884
2177,2206121,2206495,TRUE,CP081958.1,CP081958.1_2177,"",,,,GLOD5,1.13379e-55,"","",VOC family protein [Halobaculum magnesiiphilum],244
2178,2206555,2207325,TRUE,CP081958.1,CP081958.1_2178,"",,,,Predicted metal-binding protein (DUF2103),2e-39,"","",DUF2103 domain-containing protein [Halobaculum magnesiiphilum],504
2179,2207335,2207823,FALSE,CP081958.1,CP081958.1_2179,"",,,,GAF and HTH_10 associated domain,1e-10,"","",bacterio-opsin activator domain-containing protein [Halobaculum magnesiiphilum],328
2180,2207980,2208258,TRUE,CP081958.1,CP081958.1_2180,"",,,,Ribosomal L37ae protein family,1.6e-22,"","",MULTISPECIES: 50S ribosomal protein L37ae [Halobaculum],178
2181,2208280,2208414,TRUE,CP081958.1,CP081958.1_2181,"",,,,rpolcxc3,9.2e-20,"","",MULTISPECIES: DNA-directed RNA polymerase subunit P [Halobaculum],99.8
2182,2208425,2208691,TRUE,CP081958.1,CP081958.1_2182,"",,,,Transcription factor Pcc1,1.5e-11,"","",KEOPS complex subunit Pcc1 [Halobaculum magnesiiphilum],166
2183,2208847,2209242,TRUE,CP081958.1,CP081958.1_2183,"",,,,prefoldin subunit beta,4.7e-32,"","",prefoldin subunit beta [Haloferax denitrificans],75.9
2184,2209246,2209506,TRUE,CP081958.1,CP081958.1_2184,"",,,,"",,"","",DUF3194 domain-containing protein [Halobaculum magnesiiphilum],157
2185,2209598,2209807,TRUE,CP081958.1,CP081958.1_2185,"",,,,"",,"","",,
2186,2209967,2211400,TRUE,CP081958.1,CP081958.1_2186,"",,,,sulfatase_like,3.30808e-76,"","",sulfatase-like hydrolase/transferase [Halobaculum magnesiiphilum],953
2187,2211500,2212285,TRUE,CP081958.1,CP081958.1_2187,"",,,,P-loop containing nucleoside triphosphate hydrolases,5.33e-44,"","",P-loop NTPase [Halobaculum magnesiiphilum],458
2188,2212282,2212887,TRUE,CP081958.1,CP081958.1_2188,"",,,,"",,"","",,
2189,2213049,2213843,TRUE,CP081958.1,CP081958.1_2189,"",,,,"",,"","",,
2190,2213948,2214241,FALSE,CP081958.1,CP081958.1_2190,"",,,,"",,"","",,
2191,2214549,2215871,TRUE,CP081958.1,CP081958.1_2191,"",,,,MFS general substrate transporter,1.83e-36,"","",MFS transporter [Halobaculum magnesiiphilum],781
2192,2215882,2216679,TRUE,CP081958.1,CP081958.1_2192,"",,,,NAD(P)-binding Rossmann-fold domains,7.73e-62,"","",SDR family oxidoreductase [Halobaculum magnesiiphilum],470
2193,2216794,2216925,TRUE,CP081958.1,CP081958.1_2193,"",,,,"",,"","",,
2194,2217055,2217633,TRUE,CP081958.1,CP081958.1_2194,"",,,,"""""""""Winged helix"""""""" DNA-binding domain",7.52e-14,"","",helix-turn-helix domain-containing protein [Halobaculum magnesiiphilum],386
2195,2217699,2218202,FALSE,CP081958.1,CP081958.1_2195,"",,,,"",,"","",histidine kinase [Halobaculum magnesiiphilum],299
2196,2218400,2218756,FALSE,CP081958.1,CP081958.1_2196,"",,,,"",,"","",DsrE family protein [Halobaculum saliterrae],222
2197,2218941,2219126,TRUE,CP081958.1,CP081958.1_2197,"",,,,"",,"","",,
2198,2219160,2219555,FALSE,CP081958.1,CP081958.1_2198,"",,,,DoxX,1.1e-06,"","",DoxX family protein [Halobaculum magnesiiphilum],263
2199,2219558,2220604,FALSE,CP081958.1,CP081958.1_2199,"",,,,Oligoxyloglucan reducing end-specific cellobiohydrolase,1.7e-30,"","",sialidase [Halobaculum magnesiiphilum],711
2200,2220783,2221784,TRUE,CP081958.1,CP081958.1_2200,"",,,,Metallo-dependent hydrolases,7.86e-25,"","",TatD family hydrolase [Halobaculum magnesiiphilum],684
2201,2222000,2222953,FALSE,CP081958.1,CP081958.1_2201,"",,,,"",,"","",,
2202,2223127,2224014,FALSE,CP081958.1,CP081958.1_2202,"",,,,FUMARYLACETOACETATE HYDROLASE DOMAIN-CONTAINING PROTEIN 2A-RELATED,2.3e-87,"","",fumarylacetoacetate hydrolase family protein [Halobaculum magnesiiphilum],601
2203,2224070,2225431,FALSE,CP081958.1,CP081958.1_2203,"",,,,"Urease, subunit C, domain 1",4.3e-107,"","",amidohydrolase family protein [Halobaculum magnesiiphilum],904
2204,2225503,2226165,TRUE,CP081958.1,CP081958.1_2204,"",,,,"Tetracycline Repressor, domain 2",1.1e-46,"","",TetR/AcrR family transcriptional regulator [Halobaculum magnesiiphilum],431
2205,2226252,2227511,FALSE,CP081958.1,CP081958.1_2205,"",,,,SUCCINATE--HYDROXYMETHYLGLUTARATE COA-TRANSFERASE,0,"","",CaiB/BaiF CoA-transferase family protein [Halobaculum magnesiiphilum],834
2206,2227647,2228879,FALSE,CP081958.1,CP081958.1_2206,"",,,,Family of unknown function (DUF6498),2.3e-15,"","",DUF6498-containing protein [Halobaculum magnesiiphilum],789
2207,2229059,2229292,FALSE,CP081958.1,CP081958.1_2207,"",,,,Uncharacterized conserved protein (DUF2249),8.1e-26,"","",DUF2249 domain-containing protein [Halobaculum magnesiiphilum],160
2208,2229363,2229707,FALSE,CP081958.1,CP081958.1_2208,"",,,,Uncharacterized conserved protein (DUF2249),9.2e-15,"","",DUF2249 domain-containing protein [Halobaculum magnesiiphilum],185
2209,2229704,2230021,FALSE,CP081958.1,CP081958.1_2209,"",,,,"",,"","",,
2210,2230189,2230977,TRUE,CP081958.1,CP081958.1_2210,"",,,,SIR2-fam,1.06385e-84,"","",Sir2 family NAD-dependent protein deacetylase [Halobaculum magnesiiphilum],505
2211,2231027,2231557,FALSE,CP081958.1,CP081958.1_2211,"",,,,"",,"","",,
2212,2231554,2231970,FALSE,CP081958.1,CP081958.1_2212,"",,,,"",,"","",,
2213,2231963,2232649,FALSE,CP081958.1,CP081958.1_2213,"",,,,"",,"","",,
2214,2232646,2233134,FALSE,CP081958.1,CP081958.1_2214,"",,,,"",,"","",,
2215,2233131,2233907,FALSE,CP081958.1,CP081958.1_2215,"",,,,"",,"","",,
2216,2233904,2235820,FALSE,CP081958.1,CP081958.1_2216,"",,,,INTEGRAL MEMBRANE PROTEIN-RELATED,8.5e-31,"","",type II secretion system F family protein [Halobaculum magnesiiphilum],1134
2217,2235817,2238138,FALSE,CP081958.1,CP081958.1_2217,"",,,,TWITCHING MOTILITY PROTEIN PILT,6.5e-76,"","",type II/IV secretion system ATPase subunit [Halobaculum magnesiiphilum],1508
2218,2238291,2238929,TRUE,CP081958.1,CP081958.1_2218,"",,,,"",,"","",,
2219,2238972,2239907,FALSE,CP081958.1,CP081958.1_2219,"",,,,alpha/beta hydrolase,2.8e-83,"","",alpha/beta hydrolase [Halobaculum magnesiiphilum],633
2220,2240232,2241383,TRUE,CP081958.1,CP081958.1_2220,"",,,,IRON III  DICITRATE-BINDING PERIPLASMIC PROTEIN,3.5e-15,"","",ABC transporter substrate-binding protein [Halobaculum magnesiiphilum],764
2221,2241423,2242571,TRUE,CP081958.1,CP081958.1_2221,"",,,,Vitamin B12 ABC transporter permease BtuC,1.9e-99,"","",iron ABC transporter permease [Halobaculum magnesiiphilum],669
2222,2242568,2243407,TRUE,CP081958.1,CP081958.1_2222,"",,,,IRON(3+)-HYDROXAMATE IMPORT ATP-BINDING PROTEIN FHUC,1.4e-84,"","",ABC transporter ATP-binding protein [Halobaculum magnesiiphilum],548
2223,2243436,2244497,FALSE,CP081958.1,CP081958.1_2223,"",,,,Zn_ADH6,0,"","",zinc-dependent alcohol dehydrogenase family protein [Halobaculum magnesiiphilum],715
2224,2244582,2245724,FALSE,CP081958.1,CP081958.1_2224,"",,,,TWO-COMPONENT HISTIDINE KINASE,2.2e-54,"","",GAF domain-containing sensor histidine kinase [Halobaculum magnesiiphilum],750
2225,2245869,2246861,FALSE,CP081958.1,CP081958.1_2225,"",,,,"",,"","",,
2226,2247038,2248114,TRUE,CP081958.1,CP081958.1_2226,"",,,,ABC TRANSPORTER ATP-BINDING PROTEIN,5.1e-72,"","",ABC transporter ATP-binding protein [Halobaculum magnesiiphilum],673
2227,2248111,2248992,TRUE,CP081958.1,CP081958.1_2227,"",,,,NODULATION PROTEIN J,6.7e-16,"","",ABC transporter permease [Halobaculum magnesiiphilum],538
2228,2249045,2249470,TRUE,CP081958.1,CP081958.1_2228,"",,,,Glutaredoxin,5.7e-28,"","",glutaredoxin [Halobaculum roseum],262
2229,2250494,2251126,TRUE,CP081958.1,CP081958.1_2229,"",,,,"",,"","",,
2230,2251225,2253234,FALSE,CP081958.1,CP081958.1_2230,"",,,,STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN 2,2.7e-14,"","",chromosome segregation protein SMC [Halobacteriales archaeon QS_6_71_20],139
2231,2253416,2254231,FALSE,CP081958.1,CP081958.1_2231,"",,,,"HELIX-TURN-HELIX TRANSCRIPTIONAL REGULATOR, ICLR FAMILY",1.2e-48,"","",IclR family transcriptional regulator [Halobaculum magnesiiphilum],535
2232,2254483,2255730,FALSE,CP081958.1,CP081958.1_2232,"",,,,M20_bAS,0,"","",Zn-dependent hydrolase [Halobaculum magnesiiphilum],813
2233,2255974,2257632,TRUE,CP081958.1,CP081958.1_2233,"",,,,PBP2_NikA_DppA_OppA_like,6.63724e-124,"","",ABC transporter substrate-binding protein [Halobaculum magnesiiphilum],1063
2234,2257654,2258607,TRUE,CP081958.1,CP081958.1_2234,"",,,,DIPEPTIDE TRANSPORT SYSTEM PERMEASE PROTEIN DPPB-RELATED,7.8e-110,"","",ABC transporter permease [Halobaculum magnesiiphilum],592
2235,2258607,2259545,TRUE,CP081958.1,CP081958.1_2235,"",,,,OLIGOPEPTIDE TRANSPORT SYSTEM PERMEASE PROTEIN APPC,3.8e-93,"","",ABC transporter permease [Halobaculum magnesiiphilum],554
2236,2259542,2261758,TRUE,CP081958.1,CP081958.1_2236,"",,,,OLIGOPEPTIDE TRANSPORT ATP-BINDING PROTEIN APPD,0,"","",ABC transporter ATP-binding protein [Halobaculum magnesiiphilum],1427
2237,2261796,2262314,FALSE,CP081958.1,CP081958.1_2237,"",,,,"",,"","",,
2238,2262307,2262693,FALSE,CP081958.1,CP081958.1_2238,"",,,,"",,"","",,
2239,2262814,2263539,FALSE,CP081958.1,CP081958.1_2239,"",,,,Family of unknown function (DUF1028),4.3e-64,"","",DUF1028 domain-containing protein [Halobaculum magnesiiphilum],451
2240,2264250,2264795,TRUE,CP081958.1,CP081958.1_2240,"",,,,CheY-like,9.25e-27,"","",response regulator [Halobaculum magnesiiphilum],335
2241,2264966,2265397,TRUE,CP081958.1,CP081958.1_2241,"",,,,HUPs,1.7e-41,"","",universal stress protein [Halobaculum magnesiiphilum],275
2242,2265592,2266716,TRUE,CP081958.1,CP081958.1_2242,"",,,,2-desacetyl-2-hydroxyethyl_bacteriochlorophyll...,3.83153e-83,"","",zinc-binding alcohol dehydrogenase [Halobaculum magnesiiphilum],696
2243,2266862,2267875,TRUE,CP081958.1,CP081958.1_2243,"",,,,Domain of unknown function (DUF4129),1.3e-09,"","",DUF4129 domain-containing protein [Halogeometricum borinquense],178
2244,2267872,2268450,TRUE,CP081958.1,CP081958.1_2244,"",,,,"",,"","",,
2245,2268447,2269808,TRUE,CP081958.1,CP081958.1_2245,"",,,,BLL2464 PROTEIN,7.2e-38,"","","Uncharacterized conserved protein, DUF58 family, contains vWF domain [Halobaculum gomorrense]",832
2246,2269805,2270299,TRUE,CP081958.1,CP081958.1_2246,"",,,,"",,"","",,
2247,2270318,2271298,FALSE,CP081958.1,CP081958.1_2247,"",,,,MoxR,2.3e-127,"","",MoxR family ATPase [Halobaculum magnesiiphilum],625
2248,2272076,2272549,FALSE,CP081958.1,CP081958.1_2248,"",,,,Glutaredoxin,1.1e-40,"","",redoxin domain-containing protein [Halobaculum magnesiiphilum],315
2249,2272622,2272951,FALSE,CP081958.1,CP081958.1_2249,"",,,,"",,"","",,
2250,2273046,2273384,FALSE,CP081958.1,CP081958.1_2250,"",,,,"",,"","",,
2251,2273452,2273832,FALSE,CP081958.1,CP081958.1_2251,"",,,,"Uncharacterized ACR, COG1430",1.1e-21,"","",DUF192 domain-containing protein [Halobaculum magnesiiphilum],253
2252,2274291,2274878,TRUE,CP081958.1,CP081958.1_2252,"",,,,"",,"","",,
2253,2274994,2275548,TRUE,CP081958.1,CP081958.1_2253,"",,,,GATase1_GMP_Synthase,5.55073e-72,"","",GMP synthase subunit A [Halobaculum magnesiiphilum],379
2254,2275763,2277703,TRUE,CP081958.1,CP081958.1_2254,"",,,,Predicted membrane protein (DUF2070),0,"","",DUF2070 family protein [Halobaculum magnesiiphilum],1218
2255,2277753,2278664,FALSE,CP081958.1,CP081958.1_2255,"",,,,MA_2,5.1e-76,"","",,
2256,2278778,2279386,FALSE,CP081958.1,CP081958.1_2256,"",,,,HAD-like,2.84e-13,"","",HAD family hydrolase [Halobaculum magnesiiphilum],395
2257,2279638,2279874,FALSE,CP081958.1,CP081958.1_2257,"",,,,"",,"","",,
2258,2280031,2281215,FALSE,CP081958.1,CP081958.1_2258,"",,,,AMINOPEPTIDASE,3.6e-59,"","",Xaa-Pro peptidase family protein [Halobaculum magnesiiphilum],794
2259,2282544,2283587,FALSE,CP081958.1,CP081958.1_2259,"",,,,6-PHOSPHOGLUCONOLACTONASE-RELATED,2.8e-86,"","",lactonase family protein [Halobaculum magnesiiphilum],716
2260,2283594,2284478,FALSE,CP081958.1,CP081958.1_2260,"",,,,NAD(P)-binding Rossmann-fold domains,7.95e-39,"","",NAD(P)-dependent oxidoreductase [Halobaculum magnesiiphilum],596
2261,2284520,2285449,FALSE,CP081958.1,CP081958.1_2261,"",,,,MANNONATE DEHYDRATASE,1.2e-72,"","",mannonate dehydratase [Halobaculum magnesiiphilum],648
2262,2285505,2286338,FALSE,CP081958.1,CP081958.1_2262,"",,,,Six-hairpin glycosidases,6.8e-50,"","",AGE family epimerase/isomerase [Halobaculum magnesiiphilum],597
2263,2286405,2286650,TRUE,CP081958.1,CP081958.1_2263,"",,,,"",,"","",,
2264,2286753,2287409,FALSE,CP081958.1,CP081958.1_2264,"",,,,"",,"","",,
2265,2287413,2288279,FALSE,CP081958.1,CP081958.1_2265,"",,,,ABC TRANSPORTER PERMEASE PROTEIN MG189-RELATED-RELATED,2.4e-75,"","",carbohydrate ABC transporter permease [Halobaculum magnesiiphilum],548
2266,2288272,2289201,FALSE,CP081958.1,CP081958.1_2266,"",,,,ABC TRANSPORTER PERMEASE PROTEIN,8.9e-77,"","",sugar ABC transporter permease [Halobaculum magnesiiphilum],611
2267,2289206,2290393,FALSE,CP081958.1,CP081958.1_2267,"",,,,Periplasmic binding protein-like II,5.62e-45,"","",extracellular solute-binding protein [Halobaculum magnesiiphilum],806
2268,2290652,2291788,FALSE,CP081958.1,CP081958.1_2268,"",,,,MALTODEXTRIN IMPORT ATP-BINDING PROTEIN MSMX,0,"","",sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC [Halobaculum magnesiiphilum],738
2269,2291908,2294037,FALSE,CP081958.1,CP081958.1_2269,"",,,,GH32_FFase,7.26804e-118,"","",GH32 C-terminal domain-containing protein [Halobaculum magnesiiphilum],1469
2270,2294495,2296396,TRUE,CP081958.1,CP081958.1_2270,"",,,,Archaeal transcriptional regulator TrmB,3.8e-26,"","",TrmB family transcriptional regulator sugar-binding domain-containing protein [Halobaculum magnesiiphilum],1253
2271,2297013,2298827,TRUE,CP081958.1,CP081958.1_2271,"",,,,"",,"","",transposase [Halobaculum magnesiiphilum],1231
2272,2299029,2300081,FALSE,CP081958.1,CP081958.1_2272,"",,,,ABC-TRANSPORTER METAL-BINDING PROTEIN,1.4e-76,"","",metal ABC transporter permease [Halobaculum magnesiiphilum],604
2273,2300078,2300899,FALSE,CP081958.1,CP081958.1_2273,"",,,,ABC_Metallic_Cations,1.48729e-111,"","",metal ABC transporter ATP-binding protein [Halobaculum magnesiiphilum],524
2274,2300896,2302002,FALSE,CP081958.1,CP081958.1_2274,"",,,,HIGH-AFFINITY ZINC UPTAKE SYSTEM PROTEIN ZNUA-RELATED,6.1e-53,"","",MULTISPECIES: metal ABC transporter substrate-binding protein [Haloferax],553
