gene_id	gene_length	DB	annotation	hit_start	hit_end	evalue	contig	orf
NZ_CP101161.1_247	145	CDD	KOW_NusG	84	138	1.51362e-12	NZ_CP101161.1	247
NZ_CP101161.1_247	145	Pfam	KOW motif	90	120	1.4e-07	NZ_CP101161.1	247
NZ_CP101161.1_247	145	CDD	NGN_Arch	3	80	4.75353e-27	NZ_CP101161.1	247
NZ_CP101161.1_247	145	SMART	nusgn_4	1	81	2.8e-10	NZ_CP101161.1	247
NZ_CP101161.1_247	145	SUPERFAMILY	Translation proteins SH3-like domain	47	141	2.86e-16	NZ_CP101161.1	247
NZ_CP101161.1_247	145	NCBIfam	transcription elongation factor Spt5	4	144	5.6e-49	NZ_CP101161.1	247
NZ_CP101161.1_1827	1017	Pfam	PAS fold	145	256	1.5e-14	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	SMART	pas_2	267	336	9.7e-07	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	SMART	pas_2	139	205	2.2e-12	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	SUPERFAMILY	PYP-like sensor domain (PAS domain)	394	508	2.27e-18	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	SMART	HKATPase_4	913	1015	1.8e-29	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	Pfam	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	913	1010	5.2e-19	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	Pfam	Response regulator receiver domain	7	112	1.3e-18	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	CDD	PAS	276	379	2.26708e-11	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	SMART	pac_2	340	382	2.3e-10	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	SUPERFAMILY	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	866	1010	5.76e-28	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	NCBIfam	PAS domain S-box protein	418	513	4.7e-11	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	NCBIfam	PAS domain S-box protein	140	262	2.9e-23	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	NCBIfam	PAS domain S-box protein	263	389	4e-16	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	CDD	REC	10	107	6.08291e-20	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	Gene3D	PAS domain	508	638	1.3e-11	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	Pfam	His Kinase A (phospho-acceptor) domain	816	875	5.5e-12	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	SUPERFAMILY	PYP-like sensor domain (PAS domain)	252	380	5.48e-24	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	Gene3D	PAS domain	262	380	1.2e-34	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	SUPERFAMILY	Homodimeric domain of signal transducing histidine kinase	801	872	1.02e-13	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	CDD	PAS	148	252	2.88012e-12	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	SMART	REC_2	5	121	2e-19	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	SUPERFAMILY	PYP-like sensor domain (PAS domain)	503	632	1.2e-11	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	CDD	PAS	406	503	2.3901e-10	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	SUPERFAMILY	CheY-like	4	145	3.27e-27	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	SMART	HisKA_10	815	876	1e-14	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	SUPERFAMILY	GAF domain-like	647	801	2.84e-16	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	Pfam	PAS fold	413	494	9.2e-21	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	Pfam	PAS fold	292	376	5.2e-21	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	Gene3D	PAS domain	386	504	3.4e-28	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	CDD	HATPase	918	1010	2.5375e-25	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	Gene3D	PAS domain	151	261	4.4e-27	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	SUPERFAMILY	PYP-like sensor domain (PAS domain)	126	253	1.1e-25	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	PRINTS	Bacterial sensor protein C-terminal signature	946	960	2.9e-06	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	PRINTS	Bacterial sensor protein C-terminal signature	964	974	2.9e-06	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	PRINTS	Bacterial sensor protein C-terminal signature	975	993	2.9e-06	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	PANTHER	PHYTOCHROME-LIKE PROTEIN CPH1	775	1009	1.3e-69	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	Pfam	GAF domain	664	793	2.7e-09	NZ_CP101161.1	1827
NZ_CP101161.1_1827	1017	CDD	HisKA	813	872	3.39338e-13	NZ_CP101161.1	1827
NZ_CP101161.1_2533	301	FunFam	Succinate dehydrogenase subunit B	48	165	5.6e-50	NZ_CP101161.1	2533
NZ_CP101161.1_2533	301	Pfam	4Fe-4S dicluster domain	206	280	1.9e-12	NZ_CP101161.1	2533
NZ_CP101161.1_2533	301	Pfam	2Fe-2S iron-sulfur cluster binding domain	61	170	9.4e-33	NZ_CP101161.1	2533
NZ_CP101161.1_2533	301	SUPERFAMILY	alpha-helical ferredoxin	166	296	1.6e-29	NZ_CP101161.1	2533
NZ_CP101161.1_2533	301	FunFam	Succinate dehydrogenase iron-sulfur subunit	166	298	6.8e-47	NZ_CP101161.1	2533
NZ_CP101161.1_2533	301	NCBIfam	succinate dehydrogenase and fumarate reductase iron-sulfur protein	63	290	1.8e-69	NZ_CP101161.1	2533
NZ_CP101161.1_2533	301	SUPERFAMILY	2Fe-2S ferredoxin-like	58	165	7.01e-25	NZ_CP101161.1	2533
NZ_CP101161.1_2533	301	PANTHER	SUCCINATE DEHYDROGENASE IRON-SULFUR PROTEIN	49	298	3.1e-63	NZ_CP101161.1	2533
NZ_CP101161.1_2991	298	Pfam	Type I phosphodiesterase / nucleotide pyrophosphatase	39	229	2.4e-07	NZ_CP101161.1	2991
NZ_CP101161.1_2991	298	Gene3D	Alkaline Phosphatase, subunit A	2	288	2.1e-12	NZ_CP101161.1	2991
NZ_CP101161.1_2991	298	SUPERFAMILY	Alkaline phosphatase-like	4	228	2.43e-12	NZ_CP101161.1	2991
NZ_CP101161.1_3296	328	Pfam	Phosphotransferase enzyme family	61	268	2.6e-18	NZ_CP101161.1	3296
NZ_CP101161.1_3296	328	SUPERFAMILY	Protein kinase-like (PK-like)	40	286	7.14e-28	NZ_CP101161.1	3296
NZ_CP101161.1_3737	207	SMART	dnaj_3	152	206	5.5e-10	NZ_CP101161.1	3737
NZ_CP101161.1_3737	207	Gene3D	DnaJ domain	146	206	5.2e-14	NZ_CP101161.1	3737
NZ_CP101161.1_3737	207	PANTHER	DNAJ DOMAIN (PROKARYOTIC HEAT SHOCK PROTEIN)-RELATED	150	200	3.5e-09	NZ_CP101161.1	3737
NZ_CP101161.1_3737	207	CDD	DnaJ	155	198	1.71894e-10	NZ_CP101161.1	3737
NZ_CP101161.1_3737	207	Pfam	DnaJ domain	155	200	1.2e-09	NZ_CP101161.1	3737
NZ_CP101161.1_3737	207	SUPERFAMILY	Chaperone J-domain	154	200	2.62e-13	NZ_CP101161.1	3737
NZ_CP101161.1_3026	134	Pfam	Domain of unknown function (DUF1648)	13	59	1.2e-12	NZ_CP101161.1	3026
NZ_CP101161.1_3694	661	Pfam	AMP-binding enzyme	91	537	1.1e-82	NZ_CP101161.1	3694
NZ_CP101161.1_3694	661	FunFam	Acetyl-coenzyme A synthetase	30	532	0	NZ_CP101161.1	3694
NZ_CP101161.1_3694	661	Pfam	AMP-binding enzyme C-terminal domain	546	624	1.8e-19	NZ_CP101161.1	3694
NZ_CP101161.1_3694	661	SUPERFAMILY	Acetyl-CoA synthetase-like	49	655	0	NZ_CP101161.1	3694
NZ_CP101161.1_3694	661	Pfam	Acetyl-coenzyme A synthetase N-terminus	39	88	7.4e-15	NZ_CP101161.1	3694
NZ_CP101161.1_3694	661	PANTHER	ACETYL-COENZYME A SYNTHETASE	39	656	0	NZ_CP101161.1	3694
NZ_CP101161.1_3694	661	NCBIfam	acetate--CoA ligase	50	656	0	NZ_CP101161.1	3694
NZ_CP101161.1_3723	419	SUPERFAMILY	Aminoacid dehydrogenase-like, N-terminal domain	5	183	1.66e-65	NZ_CP101161.1	3723
NZ_CP101161.1_3723	419	Pfam	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain	35	162	1.7e-53	NZ_CP101161.1	3723
NZ_CP101161.1_3723	419	SMART	ELFV_dehydrog_3	183	416	3.2e-87	NZ_CP101161.1	3723
NZ_CP101161.1_3723	419	PANTHER	GLUTAMATE DEHYDROGENASE	3	382	3.6e-125	NZ_CP101161.1	3723
NZ_CP101161.1_3723	419	PIRSF	Glu_DH	2	419	0	NZ_CP101161.1	3723
NZ_CP101161.1_3723	419	PRINTS	Glutamate/leucine/phenylalanine/valine dehydrogenase signature	92	106	3.6e-28	NZ_CP101161.1	3723
NZ_CP101161.1_3723	419	PRINTS	Glutamate/leucine/phenylalanine/valine dehydrogenase signature	172	194	3.6e-28	NZ_CP101161.1	3723
NZ_CP101161.1_3723	419	PRINTS	Glutamate/leucine/phenylalanine/valine dehydrogenase signature	214	234	3.6e-28	NZ_CP101161.1	3723
NZ_CP101161.1_3723	419	PRINTS	Glutamate/leucine/phenylalanine/valine dehydrogenase signature	343	354	3.6e-28	NZ_CP101161.1	3723
NZ_CP101161.1_3723	419	Gene3D	Leucine Dehydrogenase, chain A, domain 1	37	180	5.4e-55	NZ_CP101161.1	3723
NZ_CP101161.1_3723	419	Pfam	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	181	416	1.1e-71	NZ_CP101161.1	3723
NZ_CP101161.1_3723	419	CDD	NAD_bind_1_Glu_DH	181	410	7.64003e-105	NZ_CP101161.1	3723
NZ_CP101161.1_3723	419	SUPERFAMILY	NAD(P)-binding Rossmann-fold domains	181	418	1.1e-69	NZ_CP101161.1	3723
NZ_CP101161.1_1374	303	Gene3D	alpha/beta hydrolase	3	301	3e-29	NZ_CP101161.1	1374
NZ_CP101161.1_1374	303	SUPERFAMILY	alpha/beta-Hydrolases	3	301	1.11e-31	NZ_CP101161.1	1374
NZ_CP101161.1_1374	303	PANTHER	HYDROLASE, ALPHA/BETA FOLD FAMILY PROTEIN	57	299	1.3e-10	NZ_CP101161.1	1374
NZ_CP101161.1_1374	303	Pfam	alpha/beta hydrolase fold	55	271	3.2e-11	NZ_CP101161.1	1374
NZ_CP101161.1_2202	284	NCBIfam	bisanhydrobacterioruberin hydratase	1	273	1.8e-123	NZ_CP101161.1	2202
NZ_CP101161.1_2202	284	PANTHER	SLL0814 PROTEIN	9	272	1.5e-41	NZ_CP101161.1	2202
NZ_CP101161.1_2202	284	Pfam	Carotenoid biosynthesis protein	42	264	1.5e-60	NZ_CP101161.1	2202
NZ_CP101161.1_586	129	SUPERFAMILY	2Fe-2S ferredoxin-like	5	127	3.28e-26	NZ_CP101161.1	586
NZ_CP101161.1_586	129	NCBIfam	ferredoxin Fer	3	129	2.6e-65	NZ_CP101161.1	586
NZ_CP101161.1_586	129	CDD	fer2	40	114	1.62302e-18	NZ_CP101161.1	586
NZ_CP101161.1_586	129	PANTHER	FERREDOXIN	40	119	7.2e-21	NZ_CP101161.1	586
NZ_CP101161.1_586	129	Pfam	2Fe-2S iron-sulfur cluster binding domain	40	104	7.2e-15	NZ_CP101161.1	586
NZ_CP101161.1_3481	474	SUPERFAMILY	Cryptochrome/photolyase, N-terminal domain	3	215	2.49e-42	NZ_CP101161.1	3481
NZ_CP101161.1_3481	474	PANTHER	CRYPTOCHROME	4	472	0	NZ_CP101161.1	3481
NZ_CP101161.1_3481	474	NCBIfam	DASH family cryptochrome	3	434	0	NZ_CP101161.1	3481
NZ_CP101161.1_3481	474	PRINTS	DNA photolyase signature	335	351	2.3e-14	NZ_CP101161.1	3481
NZ_CP101161.1_3481	474	PRINTS	DNA photolyase signature	355	373	2.3e-14	NZ_CP101161.1	3481
NZ_CP101161.1_3481	474	PRINTS	DNA photolyase signature	394	408	2.3e-14	NZ_CP101161.1	3481
NZ_CP101161.1_3481	474	Gene3D	DNA Cyclobutane Dipyrimidine Photolyase, subunit A, domain 3	309	474	2.4e-67	NZ_CP101161.1	3481
NZ_CP101161.1_3481	474	Gene3D	HUPs	1	135	5.7e-37	NZ_CP101161.1	3481
NZ_CP101161.1_3481	474	Pfam	FAD binding domain of DNA photolyase	287	471	3.1e-59	NZ_CP101161.1	3481
NZ_CP101161.1_3481	474	SUPERFAMILY	Cryptochrome/photolyase FAD-binding domain	199	472	4.19e-90	NZ_CP101161.1	3481
NZ_CP101161.1_3481	474	Pfam	DNA photolyase	4	175	6e-39	NZ_CP101161.1	3481
NZ_CP101161.1_918	592	Gene3D	Sulfite Reductase Hemoprotein, domain 1	401	543	6.6e-36	NZ_CP101161.1	918
NZ_CP101161.1_918	592	Pfam	Nitrite and sulphite reductase 4Fe-4S domain	403	524	1.1e-08	NZ_CP101161.1	918
NZ_CP101161.1_918	592	SUPERFAMILY	Nitrite and sulphite reductase 4Fe-4S domain-like	402	547	2.62e-33	NZ_CP101161.1	918
NZ_CP101161.1_918	592	PANTHER	FERREDOXIN--NITRITE REDUCTASE, CHLOROPLASTIC	5	531	4.7e-149	NZ_CP101161.1	918
NZ_CP101161.1_918	592	Pfam	Nitrite/Sulfite reductase ferredoxin-like half domain	327	389	3.3e-16	NZ_CP101161.1	918
NZ_CP101161.1_918	592	Pfam	Nitrite/Sulfite reductase ferredoxin-like half domain	53	130	1.5e-15	NZ_CP101161.1	918
NZ_CP101161.1_918	592	SUPERFAMILY	Nitrite/Sulfite reductase N-terminal domain-like	276	415	4.42e-22	NZ_CP101161.1	918
NZ_CP101161.1_918	592	SUPERFAMILY	Nitrite/Sulfite reductase N-terminal domain-like	35	139	2.78e-26	NZ_CP101161.1	918
NZ_CP101161.1_918	592	Gene3D	Sulfite Reductase Hemoprotein, domain 1	132	322	2.6e-127	NZ_CP101161.1	918
NZ_CP101161.1_918	592	SUPERFAMILY	Nitrite and sulphite reductase 4Fe-4S domain-like	140	294	7.59e-45	NZ_CP101161.1	918
NZ_CP101161.1_918	592	PRINTS	Sirohaem Fe-binding site signature	451	469	5.9e-07	NZ_CP101161.1	918
NZ_CP101161.1_918	592	PRINTS	Sirohaem Fe-binding site signature	404	422	5.9e-07	NZ_CP101161.1	918
NZ_CP101161.1_918	592	Pfam	Nitrite and sulphite reductase 4Fe-4S domain	140	295	2.2e-34	NZ_CP101161.1	918
NZ_CP101161.1_1277	310	PANTHER	HEXOKINASE FAMILY MEMBER	21	296	1.9e-12	NZ_CP101161.1	1277
NZ_CP101161.1_1277	310	Pfam	pfkB family carbohydrate kinase	3	285	2.4e-27	NZ_CP101161.1	1277
NZ_CP101161.1_1277	310	SUPERFAMILY	Ribokinase-like	3	302	6.24e-43	NZ_CP101161.1	1277
NZ_CP101161.1_749	343	Pfam	AIR synthase related protein, C-terminal domain	157	311	2.5e-29	NZ_CP101161.1	749
NZ_CP101161.1_749	343	SUPERFAMILY	PurM C-terminal domain-like	151	316	2.39e-37	NZ_CP101161.1	749
NZ_CP101161.1_749	343	SUPERFAMILY	PurM N-terminal domain-like	26	137	1.05e-19	NZ_CP101161.1	749
NZ_CP101161.1_749	343	CDD	PurM-like1	3	303	3.70625e-117	NZ_CP101161.1	749
NZ_CP101161.1_749	343	Pfam	AIR synthase related protein, N-terminal domain	39	137	2.5e-11	NZ_CP101161.1	749
NZ_CP101161.1_749	343	PIRSF	Hdrgns_mtr_HypE	2	328	1.5e-78	NZ_CP101161.1	749
NZ_CP101161.1_749	343	PANTHER	HYDROGENASE ISOENZYMES FORMATION PROTEIN HYPE	3	326	2.5e-75	NZ_CP101161.1	749
NZ_CP101161.1_1372	360	PANTHER	PROTEASE PRSW	75	341	8.4e-38	NZ_CP101161.1	1372
NZ_CP101161.1_1372	360	Pfam	PrsW family intramembrane metalloprotease	102	310	2.5e-43	NZ_CP101161.1	1372
NZ_CP101161.1_405	215	SUPERFAMILY	ITPase-like	2	214	1.26e-46	NZ_CP101161.1	405
NZ_CP101161.1_405	215	CDD	HAM1	6	211	4.65103e-58	NZ_CP101161.1	405
NZ_CP101161.1_405	215	PANTHER	INOSINE TRIPHOSPHATE PYROPHOSPHATASE/HAM1 PROTEIN	149	213	4.1e-40	NZ_CP101161.1	405
NZ_CP101161.1_405	215	Pfam	Ham1 family	5	211	2.9e-47	NZ_CP101161.1	405
NZ_CP101161.1_1358	348	Pfam	Archaeal 4TM region of histidine kinase	53	139	1.6e-06	NZ_CP101161.1	1358
NZ_CP101161.1_1358	348	SMART	HKATPase_4	248	348	2.9e-22	NZ_CP101161.1	1358
NZ_CP101161.1_1358	348	PRINTS	Bacterial sensor protein C-terminal signature	283	297	1.9e-08	NZ_CP101161.1	1358
NZ_CP101161.1_1358	348	PRINTS	Bacterial sensor protein C-terminal signature	301	311	1.9e-08	NZ_CP101161.1	1358
NZ_CP101161.1_1358	348	PRINTS	Bacterial sensor protein C-terminal signature	312	330	1.9e-08	NZ_CP101161.1	1358
NZ_CP101161.1_1358	348	SMART	HisKA_10	147	208	1.5e-08	NZ_CP101161.1	1358
NZ_CP101161.1_1358	348	Pfam	His Kinase A (phospho-acceptor) domain	148	207	2.9e-08	NZ_CP101161.1	1358
NZ_CP101161.1_1358	348	CDD	HATPase	253	347	1.59969e-26	NZ_CP101161.1	1358
NZ_CP101161.1_1358	348	SUPERFAMILY	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	198	347	4.45e-30	NZ_CP101161.1	1358
NZ_CP101161.1_1358	348	CDD	HisKA	145	204	5.85449e-10	NZ_CP101161.1	1358
NZ_CP101161.1_1358	348	PANTHER	TWO-COMPONENT HISTIDINE KINASE	132	347	3.9e-52	NZ_CP101161.1	1358
NZ_CP101161.1_1358	348	Pfam	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	249	347	4.8e-16	NZ_CP101161.1	1358
NZ_CP101161.1_1358	348	SUPERFAMILY	Homodimeric domain of signal transducing histidine kinase	132	207	6.67e-12	NZ_CP101161.1	1358
NZ_CP101161.1_3507	1777	SUPERFAMILY	PR-1-like	1517	1615	8.63e-06	NZ_CP101161.1	3507
NZ_CP101161.1_3507	1777	CDD	CAP_bacterial	1520	1635	4.54963e-09	NZ_CP101161.1	3507
NZ_CP101161.1_3507	1777	Pfam	Cysteine-rich secretory protein family	1525	1619	2.9e-06	NZ_CP101161.1	3507
NZ_CP101161.1_3507	1777	Gene3D	CAP	1499	1627	1.3e-15	NZ_CP101161.1	3507
NZ_CP101161.1_3507	1777	PANTHER	EXPORTED CALCIUM-BINDING GLYCOPROTEIN-RELATED	241	559	5.2e-68	NZ_CP101161.1	3507
NZ_CP101161.1_3507	1777	Pfam	Bacterial TSP3 repeat	596	617	1.1e-08	NZ_CP101161.1	3507
NZ_CP101161.1_3507	1777	Pfam	Bacterial TSP3 repeat	501	521	3.9e-06	NZ_CP101161.1	3507
NZ_CP101161.1_3507	1777	Pfam	Bacterial TSP3 repeat	568	589	5.9e-07	NZ_CP101161.1	3507
NZ_CP101161.1_1519	182	PANTHER	4-CARBOXYMUCONOLACTONE DECARBOXYLASE FAMILY PROTEIN (AFU_ORTHOLOGUE AFUA_6G11590)	2	170	5.1e-15	NZ_CP101161.1	1519
NZ_CP101161.1_1519	182	Pfam	Carboxymuconolactone decarboxylase family	40	115	4e-07	NZ_CP101161.1	1519
NZ_CP101161.1_1519	182	SUPERFAMILY	AhpD-like	1	170	1.2e-22	NZ_CP101161.1	1519
NZ_CP101161.1_1845	585	Pfam	GMC oxidoreductase	461	575	2.5e-06	NZ_CP101161.1	1845
NZ_CP101161.1_1845	585	SUPERFAMILY	FAD/NAD(P)-binding domain	1	583	1.24e-39	NZ_CP101161.1	1845
NZ_CP101161.1_1845	585	PANTHER	LONG-CHAIN-ALCOHOL OXIDASE	273	515	2.5e-28	NZ_CP101161.1	1845
NZ_CP101161.1_1520	133	Gene3D	Hotdog Thioesterase	2	132	1.6e-31	NZ_CP101161.1	1520
NZ_CP101161.1_1520	133	Pfam	Thioesterase-like superfamily	9	127	4.5e-07	NZ_CP101161.1	1520
NZ_CP101161.1_1520	133	CDD	4HBT	3	111	6.752e-20	NZ_CP101161.1	1520
NZ_CP101161.1_1520	133	PANTHER	4-HYDROXYBENZOYL-COA THIOESTERASE FAMILY MEMBER	3	131	1e-09	NZ_CP101161.1	1520
NZ_CP101161.1_1520	133	SUPERFAMILY	Thioesterase/thiol ester dehydrase-isomerase	3	131	5.98e-33	NZ_CP101161.1	1520
NZ_CP101161.1_456	162	Pfam	Acetyltransferase (GNAT) family	45	138	4.6e-13	NZ_CP101161.1	456
NZ_CP101161.1_456	162	SUPERFAMILY	Acyl-CoA N-acyltransferases (Nat)	1	162	3.21e-28	NZ_CP101161.1	456
NZ_CP101161.1_400	741	Pfam	X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain	414	595	2.1e-25	NZ_CP101161.1	400
NZ_CP101161.1_400	741	NCBIfam	CocE/NonD family hydrolase	92	454	1.4e-35	NZ_CP101161.1	400
NZ_CP101161.1_400	741	Gene3D	alpha/beta hydrolase	63	255	1.7e-38	NZ_CP101161.1	400
NZ_CP101161.1_400	741	SMART	PepX_C_2	385	607	2.6e-16	NZ_CP101161.1	400
NZ_CP101161.1_400	741	SUPERFAMILY	Galactose-binding domain-like	426	601	7.23e-26	NZ_CP101161.1	400
NZ_CP101161.1_400	741	Gene3D	alpha/beta hydrolase	290	446	8.4e-17	NZ_CP101161.1	400
NZ_CP101161.1_400	741	Pfam	X-Pro dipeptidyl-peptidase (S15 family)	93	363	4.8e-43	NZ_CP101161.1	400
NZ_CP101161.1_400	741	SUPERFAMILY	alpha/beta-Hydrolases	92	396	5.1e-44	NZ_CP101161.1	400
NZ_CP101161.1_1226	348	SUPERFAMILY	Cupredoxins	203	289	7.32e-17	NZ_CP101161.1	1226
NZ_CP101161.1_1226	348	CDD	Halocyanin	66	149	2.34238e-28	NZ_CP101161.1	1226
NZ_CP101161.1_1226	348	NCBIfam	halocyanin domain	181	287	4.9e-31	NZ_CP101161.1	1226
NZ_CP101161.1_1226	348	NCBIfam	halocyanin domain	46	154	5.6e-43	NZ_CP101161.1	1226
NZ_CP101161.1_1226	348	PANTHER	PLASTOCYANIN MAJOR ISOFORM, CHLOROPLASTIC-RELATED	27	156	3.1e-13	NZ_CP101161.1	1226
NZ_CP101161.1_1226	348	SUPERFAMILY	Cupredoxins	65	166	8.23e-23	NZ_CP101161.1	1226
NZ_CP101161.1_1226	348	Pfam	Copper binding proteins, plastocyanin/azurin family	210	287	3.1e-06	NZ_CP101161.1	1226
NZ_CP101161.1_1226	348	Pfam	Copper binding proteins, plastocyanin/azurin family	71	154	4.5e-13	NZ_CP101161.1	1226
NZ_CP101161.1_1626	301	Pfam	Dihydrodipicolinate synthetase family	5	296	6.7e-41	NZ_CP101161.1	1626
NZ_CP101161.1_1626	301	PRINTS	Dihydrodipicolinate synthase signature	38	59	3.3e-06	NZ_CP101161.1	1626
NZ_CP101161.1_1626	301	PRINTS	Dihydrodipicolinate synthase signature	73	91	3.3e-06	NZ_CP101161.1	1626
NZ_CP101161.1_1626	301	PRINTS	Dihydrodipicolinate synthase signature	131	148	3.3e-06	NZ_CP101161.1	1626
NZ_CP101161.1_1626	301	SUPERFAMILY	Aldolase	3	301	8.79e-60	NZ_CP101161.1	1626
NZ_CP101161.1_1626	301	CDD	DHDPS-like	7	295	5.88491e-63	NZ_CP101161.1	1626
NZ_CP101161.1_1626	301	PANTHER	DIHYDRODIPICOLINATE SYNTHASE	3	299	2.1e-41	NZ_CP101161.1	1626
NZ_CP101161.1_1626	301	PIRSF	DHDPS	1	301	2.2e-60	NZ_CP101161.1	1626
NZ_CP101161.1_1626	301	Gene3D	Aldolase class I	2	301	8e-70	NZ_CP101161.1	1626
NZ_CP101161.1_1626	301	SMART	DHDPS_2	3	299	2.5e-56	NZ_CP101161.1	1626
NZ_CP101161.1_1184	114	CDD	HTH_ARSR	33	102	4.17035e-06	NZ_CP101161.1	1184
NZ_CP101161.1_1184	114	Pfam	HxlR-like helix-turn-helix	24	110	3.4e-28	NZ_CP101161.1	1184
NZ_CP101161.1_1184	114	PANTHER	TRANSCRIPTIONAL REGULATOR, MARR FAMILY	12	112	1.6e-35	NZ_CP101161.1	1184
NZ_CP101161.1_1184	114	SUPERFAMILY	"""Winged helix"" DNA-binding domain"	13	112	3.3e-32	NZ_CP101161.1	1184
NZ_CP101161.1_3350	434	Pfam	Putative transposase DNA-binding domain	312	379	2.5e-19	NZ_CP101161.1	3350
NZ_CP101161.1_3350	434	NCBIfam	IS200/IS605 family accessory protein TnpB-like domain	254	339	6.2e-14	NZ_CP101161.1	3350
NZ_CP101161.1_3350	434	NCBIfam	RNA-guided endonuclease TnpB family protein	11	379	2.8e-60	NZ_CP101161.1	3350
NZ_CP101161.1_3350	434	Pfam	Probable transposase	179	287	3.4e-24	NZ_CP101161.1	3350
NZ_CP101161.1_3760	130	SUPERFAMILY	Galactose-binding domain-like	40	108	6.8e-07	NZ_CP101161.1	3760
NZ_CP101161.1_290	204	PANTHER	RING-CLEAVING DIOXYGENASE MHQE-RELATED	83	146	2e-17	NZ_CP101161.1	290
NZ_CP101161.1_290	204	Pfam	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	20	142	5.4e-12	NZ_CP101161.1	290
NZ_CP101161.1_290	204	SUPERFAMILY	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	15	151	4.16e-33	NZ_CP101161.1	290
NZ_CP101161.1_607	169	SUPERFAMILY	Acyl-CoA N-acyltransferases (Nat)	1	149	3.38e-27	NZ_CP101161.1	607
NZ_CP101161.1_607	169	CDD	NAT_SF	54	127	6.53847e-10	NZ_CP101161.1	607
NZ_CP101161.1_607	169	PANTHER	GNAT FAMILY N-ACETYLTRANSFERASE	4	152	1.7e-24	NZ_CP101161.1	607
NZ_CP101161.1_607	169	Pfam	Acetyltransferase (GNAT) family	49	144	1.3e-14	NZ_CP101161.1	607
NZ_CP101161.1_1571	339	CDD	PGDH	5	333	0	NZ_CP101161.1	1571
NZ_CP101161.1_1571	339	SUPERFAMILY	GroES-like	5	144	1.73e-37	NZ_CP101161.1	1571
NZ_CP101161.1_1571	339	SMART	PKS_ER_names_mod	17	333	3.7e-06	NZ_CP101161.1	1571
NZ_CP101161.1_1571	339	Pfam	N-terminal domain of oxidoreductase	7	114	1.3e-35	NZ_CP101161.1	1571
NZ_CP101161.1_1571	339	Pfam	Zinc-binding dehydrogenase	159	293	7e-20	NZ_CP101161.1	1571
NZ_CP101161.1_1571	339	FunFam	Prostaglandin reductase 2	127	304	1.7e-56	NZ_CP101161.1	1571
NZ_CP101161.1_1571	339	PANTHER	PROSTAGLANDIN REDUCTASE	6	335	2.1e-101	NZ_CP101161.1	1571
NZ_CP101161.1_1571	339	SUPERFAMILY	NAD(P)-binding Rossmann-fold domains	125	298	1.48e-45	NZ_CP101161.1	1571
NZ_CP101161.1_3126	157	Gene3D	Glutaredoxin	1	156	8.6e-19	NZ_CP101161.1	3126
