orf#	start	end	strand	contig	id	annot	score	evalue	aln_length	interpro_annot	interpro_evalue
1987	1946486	1946953	FALSE	NZ_CP101161.1	NZ_CP101161.1_1987	""				NTF2-like	6.59e-25
1988	1947110	1948036	TRUE	NZ_CP101161.1	NZ_CP101161.1_1988	""				Acetamidase/Formamidase-like	7.59e-83
1989	1948033	1948950	FALSE	NZ_CP101161.1	NZ_CP101161.1_1989	""				MITOCHONDRIAL METAL TRANSPORTER 1-RELATED	4e-62
1990	1948988	1949833	FALSE	NZ_CP101161.1	NZ_CP101161.1_1990	""				CYTOCHROME B-C1 COMPLEX SUBUNIT RIESKE, MITOCHONDRIAL	2e-15
1991	1949943	1950479	FALSE	NZ_CP101161.1	NZ_CP101161.1_1991	""				HIT FAMILY HYDROLASE	1.2e-59
1992	1950755	1950958	TRUE	NZ_CP101161.1	NZ_CP101161.1_1992	""					
1993	1950992	1951885	FALSE	NZ_CP101161.1	NZ_CP101161.1_1993	""				type II methionyl aminopeptidase	1.7e-98
1994	1951931	1952788	FALSE	NZ_CP101161.1	NZ_CP101161.1_1994	""				Asparaginase_2_like_1	1.57305e-72
1995	1952925	1954187	TRUE	NZ_CP101161.1	NZ_CP101161.1_1995	""				Iso_dh_2	0
1996	1954223	1955128	FALSE	NZ_CP101161.1	NZ_CP101161.1_1996	""					
1997	1955125	1955955	FALSE	NZ_CP101161.1	NZ_CP101161.1_1997	""					
1998	1955952	1956305	FALSE	NZ_CP101161.1	NZ_CP101161.1_1998	""				cupin_KdgF	6.85289e-32
1999	1956387	1956893	TRUE	NZ_CP101161.1	NZ_CP101161.1_1999	""				Domain of unknown function (DUF5817)	9.7e-13
2000	1956890	1957306	TRUE	NZ_CP101161.1	NZ_CP101161.1_2000	""					
2001	1957321	1958532	FALSE	NZ_CP101161.1	NZ_CP101161.1_2001	""				hydroxymethylglutaryl-CoA reductase (NADPH)	0
2002	1958620	1960146	TRUE	NZ_CP101161.1	NZ_CP101161.1_2002	""				Urease, subunit C, domain 1	0
2003	1960312	1961445	TRUE	NZ_CP101161.1	NZ_CP101161.1_2003	""				Quinolinate synthetase A protein	4.1e-103
2004	1961442	1962962	TRUE	NZ_CP101161.1	NZ_CP101161.1_2004	""				L-ASPARTATE OXIDASE	0
2005	1962952	1963782	TRUE	NZ_CP101161.1	NZ_CP101161.1_2005	""				QPRTase	1.62795e-105
2006	1963754	1963981	FALSE	NZ_CP101161.1	NZ_CP101161.1_2006	""					
2007	1964042	1965568	FALSE	NZ_CP101161.1	NZ_CP101161.1_2007	""				iPGM	0
2008	1965650	1966411	TRUE	NZ_CP101161.1	NZ_CP101161.1_2008	""				alpha/beta-Hydrolases	6.03e-35
2009	1966571	1967827	TRUE	NZ_CP101161.1	NZ_CP101161.1_2009	""				NurA_2_a	3e-40
2010	1967832	1968761	FALSE	NZ_CP101161.1	NZ_CP101161.1_2010	""					
2011	1968823	1969173	FALSE	NZ_CP101161.1	NZ_CP101161.1_2011	""					
2012	1969276	1971075	TRUE	NZ_CP101161.1	NZ_CP101161.1_2012	""				UNCHARACTERIZED PROTEIN YJGR-RELATED	8.2e-51
2013	1971116	1971541	TRUE	NZ_CP101161.1	NZ_CP101161.1_2013	""				HUPs	1.8e-39
2014	1971582	1971929	TRUE	NZ_CP101161.1	NZ_CP101161.1_2014	""					
2015	1971926	1973068	FALSE	NZ_CP101161.1	NZ_CP101161.1_2015	""				UCP_2CBS_MJ1404	1.4e-118
2016	1973576	1974916	TRUE	NZ_CP101161.1	NZ_CP101161.1_2016	""					
2017	1975152	1976717	TRUE	NZ_CP101161.1	NZ_CP101161.1_2017	""					
2018	1976884	1977894	TRUE	NZ_CP101161.1	NZ_CP101161.1_2018	""				anthranilate phosphoribosyltransferase	9.1e-127
2019	1977896	1978519	TRUE	NZ_CP101161.1	NZ_CP101161.1_2019	""				PRAI	9.27282e-59
2020	1978516	1980096	TRUE	NZ_CP101161.1	NZ_CP101161.1_2020	""				ADC synthase	0
2021	1980093	1980683	TRUE	NZ_CP101161.1	NZ_CP101161.1_2021	""				anthranilate synthase component II	4.4e-104
2022	1980759	1980959	FALSE	NZ_CP101161.1	NZ_CP101161.1_2022	""					
2023	1981375	1984518	TRUE	NZ_CP101161.1	NZ_CP101161.1_2023	""				Ribonucleotide reductase, barrel domain	0
2024	1984520	1985974	FALSE	NZ_CP101161.1	NZ_CP101161.1_2024	""				Oxidoreductase molybdopterin-binding domain	9.55e-49
2025	1986049	1986189	TRUE	NZ_CP101161.1	NZ_CP101161.1_2025	""					
2026	1986179	1986844	FALSE	NZ_CP101161.1	NZ_CP101161.1_2026	""				SNARE associated Golgi protein	3.6e-14
2027	1986945	1987280	TRUE	NZ_CP101161.1	NZ_CP101161.1_2027	""				Family of unknown function (DUF5830)	1.9e-52
2028	1987289	1988230	FALSE	NZ_CP101161.1	NZ_CP101161.1_2028	""					
2029	1988513	1988680	TRUE	NZ_CP101161.1	NZ_CP101161.1_2029	""					
2030	1988718	1989131	TRUE	NZ_CP101161.1	NZ_CP101161.1_2030	""				Hotdog Thioesterase	3.2e-35
2031	1989118	1989717	FALSE	NZ_CP101161.1	NZ_CP101161.1_2031	""					
2032	1989806	1990219	TRUE	NZ_CP101161.1	NZ_CP101161.1_2032	""					
2033	1990203	1991246	FALSE	NZ_CP101161.1	NZ_CP101161.1_2033	""				Peptidase_S66_mccF_like	7.59428e-75
2034	1991291	1991518	FALSE	NZ_CP101161.1	NZ_CP101161.1_2034	""					
2035	1991571	1991990	TRUE	NZ_CP101161.1	NZ_CP101161.1_2035	""					
2036	1992027	1992275	TRUE	NZ_CP101161.1	NZ_CP101161.1_2036	""					
2037	1992450	1992716	TRUE	NZ_CP101161.1	NZ_CP101161.1_2037	""					
2038	1992748	1993728	TRUE	NZ_CP101161.1	NZ_CP101161.1_2038	""				AKR_AKR9C1	0
2039	1993720	1994700	FALSE	NZ_CP101161.1	NZ_CP101161.1_2039	""				PrsW family intramembrane metalloprotease	1.5e-42
2040	1994733	1995725	FALSE	NZ_CP101161.1	NZ_CP101161.1_2040	""				Lysylphosphatidylglycerol synthase TM region	1.4e-24
2041	1995754	1996698	FALSE	NZ_CP101161.1	NZ_CP101161.1_2041	""				INNER MEMBRANE TRANSPORTER	3.4e-50
2042	1996744	1997232	FALSE	NZ_CP101161.1	NZ_CP101161.1_2042	""				CBS-domain pair	2.15e-33
2043	1997334	1997963	TRUE	NZ_CP101161.1	NZ_CP101161.1_2043	""				Ribonuclease H-like	2.91e-08
2044	1997964	1998515	FALSE	NZ_CP101161.1	NZ_CP101161.1_2044	""				SprT-like family	1.4e-12
2045	1998555	1999010	FALSE	NZ_CP101161.1	NZ_CP101161.1_2045	""				YdeM	7.64205e-62
2046	1999062	2000405	FALSE	NZ_CP101161.1	NZ_CP101161.1_2046	""				GluTR	5.6e-112
2047	2000402	2001049	FALSE	NZ_CP101161.1	NZ_CP101161.1_2047	""				SIROHEME BIOSYNTHESIS PROTEIN MET8	1.2e-37
2048	2001287	2002360	FALSE	NZ_CP101161.1	NZ_CP101161.1_2048	""				TRANSCRIPTIONAL REGULATOR, ASNC FAMILY	9.8e-35
2049	2002413	2002820	FALSE	NZ_CP101161.1	NZ_CP101161.1_2049	""				Family of unknown function (DUF5778)	2.7e-60
2050	2002936	2003130	FALSE	NZ_CP101161.1	NZ_CP101161.1_2050	""				'Cold-shock' DNA-binding domain	4.7e-22
2051	2003203	2004126	TRUE	NZ_CP101161.1	NZ_CP101161.1_2051	""				Cis_IPPS	1.0321e-103
2052	2004199	2004867	TRUE	NZ_CP101161.1	NZ_CP101161.1_2052	""				Protein of unknown function (DUF998)	1.2e-17
2053	2004889	2005497	FALSE	NZ_CP101161.1	NZ_CP101161.1_2053	""				Undecaprenyl diphosphate synthase	2.1e-50
2054	2005597	2006991	TRUE	NZ_CP101161.1	NZ_CP101161.1_2054	""				Integral membrane protein DUF92	5.8e-47
2055	2006988	2007425	TRUE	NZ_CP101161.1	NZ_CP101161.1_2055	""				Acyl-CoA N-acyltransferases (Nat)	4.79e-22
2056	2007405	2008742	FALSE	NZ_CP101161.1	NZ_CP101161.1_2056	""				DNA PRIMASE	9.4e-41
2057	2008895	2009260	TRUE	NZ_CP101161.1	NZ_CP101161.1_2057	""				tRNA_bind_CsaA	5.86856e-43
2058	2009355	2009639	TRUE	NZ_CP101161.1	NZ_CP101161.1_2058	""				Protein of unknown function (DUF3311)	3.8e-11
2059	2009770	2011230	TRUE	NZ_CP101161.1	NZ_CP101161.1_2059	""				Sodium/glucose cotransporter	4.1e-78
2060	2011324	2012244	TRUE	NZ_CP101161.1	NZ_CP101161.1_2060	""				ABC TRANSPORTER, ATP-BINDING PROTEIN	4.4e-81
2061	2012241	2013089	TRUE	NZ_CP101161.1	NZ_CP101161.1_2061	""				ABC-2 family transporter protein	3.9e-33
2062	2013141	2014040	TRUE	NZ_CP101161.1	NZ_CP101161.1_2062	""				Family of unknown function (DUF6293)	4.2e-36
2063	2014264	2016882	TRUE	NZ_CP101161.1	NZ_CP101161.1_2063	""				valine--tRNA ligase	0
2064	2016904	2017635	FALSE	NZ_CP101161.1	NZ_CP101161.1_2064	""				Protein of unknown function (DUF1405)	3.6e-52
2065	2017732	2018637	TRUE	NZ_CP101161.1	NZ_CP101161.1_2065	""				pdxS	0
2066	2018695	2019195	FALSE	NZ_CP101161.1	NZ_CP101161.1_2066	""				Family of unknown function (DUF5813)	7.4e-51
2067	2019755	2020150	FALSE	NZ_CP101161.1	NZ_CP101161.1_2067	""					
2068	2020116	2021279	FALSE	NZ_CP101161.1	NZ_CP101161.1_2068	""					
2069	2021279	2022496	FALSE	NZ_CP101161.1	NZ_CP101161.1_2069	""				TrkA-C domain	9.1e-17
2070	2022568	2023764	TRUE	NZ_CP101161.1	NZ_CP101161.1_2070	""				POTASSIUM CHANNEL PROTEIN 2-RELATED-RELATED	3.6e-48
2071	2023769	2024764	FALSE	NZ_CP101161.1	NZ_CP101161.1_2071	""				PHOSPHATE-SPECIFIC TRANSPORT SYSTEM ACCESSORY PROTEIN PHOU	1.7e-41
2072	2025114	2026127	TRUE	NZ_CP101161.1	NZ_CP101161.1_2072	""				PBP2_phosphate_like_2	3.71805e-122
2073	2026176	2027159	TRUE	NZ_CP101161.1	NZ_CP101161.1_2073	""				PHOSPHATE TRANSPORT SYSTEM PERMEASE PROTEIN	4.4e-86
2074	2027156	2028868	TRUE	NZ_CP101161.1	NZ_CP101161.1_2074	""				PHOSPHATE TRANSPORT SYSTEM PERMEASE PROTEIN PSTA-RELATED	9.7e-91
2075	2028871	2029740	TRUE	NZ_CP101161.1	NZ_CP101161.1_2075	""				ABC_PstB_phosphate_transporter	3.48374e-137
2076	2029917	2030597	TRUE	NZ_CP101161.1	NZ_CP101161.1_2076	""				PhoU	1.8e-67
2077	2030633	2031007	FALSE	NZ_CP101161.1	NZ_CP101161.1_2077	""				Ribosomal_S8e	2.42243e-44
2078	2031097	2031537	TRUE	NZ_CP101161.1	NZ_CP101161.1_2078	""				Uncharacterized protein conserved in archaea (DUF2240)	9.8e-48
2079	2031537	2031941	TRUE	NZ_CP101161.1	NZ_CP101161.1_2079	""					
2080	2031968	2032624	FALSE	NZ_CP101161.1	NZ_CP101161.1_2080	""				HAD-like	5.22e-39
2081	2032705	2033505	TRUE	NZ_CP101161.1	NZ_CP101161.1_2081	""				Aldolase class I	7.2e-95
2082	2033502	2033678	FALSE	NZ_CP101161.1	NZ_CP101161.1_2082	""					
2083	2033736	2034347	TRUE	NZ_CP101161.1	NZ_CP101161.1_2083	""				Chaperone J-domain	1.07e-17
2084	2034344	2035195	FALSE	NZ_CP101161.1	NZ_CP101161.1_2084	""				ST1585-like_MBL-fold	2.70677e-74
2085	2035249	2035971	TRUE	NZ_CP101161.1	NZ_CP101161.1_2085	""				HAD-like	4.67e-34
2086	2036020	2036904	TRUE	NZ_CP101161.1	NZ_CP101161.1_2086	""				INNER MEMBRANE TRANSPORTER	1e-26
2087	2037011	2038612	TRUE	NZ_CP101161.1	NZ_CP101161.1_2087	""				ELONGATION FACTOR TU-RELATED	5.2e-100
2088	2038659	2038862	TRUE	NZ_CP101161.1	NZ_CP101161.1_2088	""					
2089	2038948	2041299	FALSE	NZ_CP101161.1	NZ_CP101161.1_2089	""				UNCHARACTERIZED	8.1e-21
2090	2041400	2041792	TRUE	NZ_CP101161.1	NZ_CP101161.1_2090	""				Jelly Rolls	2.1e-18
2091	2041877	2042296	FALSE	NZ_CP101161.1	NZ_CP101161.1_2091	""					
2092	2042693	2043289	TRUE	NZ_CP101161.1	NZ_CP101161.1_2092	""				PROTEIN HDED	7.6e-29
2093	2043413	2044687	TRUE	NZ_CP101161.1	NZ_CP101161.1_2093	""				AI-2E family transporter	1.4e-34
2094	2044747	2045691	TRUE	NZ_CP101161.1	NZ_CP101161.1_2094	""				PROTEASE HTPX	2.4e-45
2095	2045826	2046491	FALSE	NZ_CP101161.1	NZ_CP101161.1_2095	""				HAD-like	1.37e-44
2096	2046516	2046998	FALSE	NZ_CP101161.1	NZ_CP101161.1_2096	""					
2097	2046995	2047927	FALSE	NZ_CP101161.1	NZ_CP101161.1_2097	""				Cyclohydrolase (MCH)	5.9e-115
2098	2047967	2048509	FALSE	NZ_CP101161.1	NZ_CP101161.1_2098	""					
2099	2048563	2048874	FALSE	NZ_CP101161.1	NZ_CP101161.1_2099	""				Thiamine-binding protein	2.6e-22
2100	2048978	2049814	TRUE	NZ_CP101161.1	NZ_CP101161.1_2100	""				alpha/beta hydrolase	5.9e-52
2101	2049920	2050957	TRUE	NZ_CP101161.1	NZ_CP101161.1_2101	""				Virulence factor BrkB	6.2e-37
2102	2050958	2051671	FALSE	NZ_CP101161.1	NZ_CP101161.1_2102	""					
2103	2051757	2051948	FALSE	NZ_CP101161.1	NZ_CP101161.1_2103	""					
2104	2051976	2052542	FALSE	NZ_CP101161.1	NZ_CP101161.1_2104	""				LexA-binding, inner membrane-associated putative hydrolase	1.2e-12
2105	2052900	2053769	TRUE	NZ_CP101161.1	NZ_CP101161.1_2105	""				Putative RNA methyltransferase	7.7e-66
2106	2053810	2054784	TRUE	NZ_CP101161.1	NZ_CP101161.1_2106	""				50S ribosomal protein L3	4.9e-134
2107	2054788	2055534	TRUE	NZ_CP101161.1	NZ_CP101161.1_2107	""				50S ribosomal protein L4	1.9e-105
2108	2055531	2055779	TRUE	NZ_CP101161.1	NZ_CP101161.1_2108	""				50S ribosomal protein L23	1.1e-40
2109	2055782	2056519	TRUE	NZ_CP101161.1	NZ_CP101161.1_2109	""				RPL2p_RPL2a_RPL8e_RPL2o	1.5e-73
2110	2056516	2056938	TRUE	NZ_CP101161.1	NZ_CP101161.1_2110	""				30S ribosomal protein S19	3.2e-53
2111	2056940	2057401	TRUE	NZ_CP101161.1	NZ_CP101161.1_2111	""				Ribosomal protein L22/L17	1.9e-49
2112	2057401	2058399	TRUE	NZ_CP101161.1	NZ_CP101161.1_2112	""				30S ribosomal protein S3	3.6e-79
2113	2058399	2058656	TRUE	NZ_CP101161.1	NZ_CP101161.1_2113	""				50S ribosomal protein L29	2.7e-22
2114	2058659	2058937	TRUE	NZ_CP101161.1	NZ_CP101161.1_2114	""				pop4_2	5.6e-28
2115	2058928	2059254	TRUE	NZ_CP101161.1	NZ_CP101161.1_2115	""				30S ribosomal protein S17	2.5e-48
2116	2059254	2059652	TRUE	NZ_CP101161.1	NZ_CP101161.1_2116	""				50S ribosomal protein L14	3.4e-68
2117	2059655	2060008	TRUE	NZ_CP101161.1	NZ_CP101161.1_2117	""				50S ribosomal protein L24	2.9e-33
2118	2060005	2060706	TRUE	NZ_CP101161.1	NZ_CP101161.1_2118	""				RPS4a_RPS4e	1.1e-76
2119	2060693	2061229	TRUE	NZ_CP101161.1	NZ_CP101161.1_2119	""				60S ribosomal protein L11	4.2e-59
2120	2061226	2061402	TRUE	NZ_CP101161.1	NZ_CP101161.1_2120	""				40S ribosomal protein S29	2.8e-20
2121	2061405	2061797	TRUE	NZ_CP101161.1	NZ_CP101161.1_2121	""				Ribosomal protein S8	3.66e-34
2122	2061800	2062333	TRUE	NZ_CP101161.1	NZ_CP101161.1_2122	""				50S ribosomal protein L6	4.3e-75
2123	2062333	2063139	TRUE	NZ_CP101161.1	NZ_CP101161.1_2123	""				Ribosomal_L32e_2	1.1e-56
2124	2063136	2063576	TRUE	NZ_CP101161.1	NZ_CP101161.1_2124	""				Ribosomal_L19e_2	1.1e-84
2125	2063579	2064136	TRUE	NZ_CP101161.1	NZ_CP101161.1_2125	""				50S ribosomal protein L18	5.1e-96
2126	2064129	2064764	TRUE	NZ_CP101161.1	NZ_CP101161.1_2126	""				30S ribosomal protein S5	4.6e-86
2127	2064764	2065228	TRUE	NZ_CP101161.1	NZ_CP101161.1_2127	""				50S ribosomal protein L30	2.6e-54
2128	2065228	2065722	TRUE	NZ_CP101161.1	NZ_CP101161.1_2128	""				Ribosomal proteins L15p and L18e	1.96e-32
2129	2065722	2067233	TRUE	NZ_CP101161.1	NZ_CP101161.1_2129	""				SecY subunit domain	2.4e-129
2130	2067297	2067683	TRUE	NZ_CP101161.1	NZ_CP101161.1_2130	""				SMR FAMILY PROTON-DEPENDENT DRUG EFFLUX TRANSPORTER SUGE	2.4e-35
2131	2067862	2068164	TRUE	NZ_CP101161.1	NZ_CP101161.1_2131	""					
2132	2068158	2069096	FALSE	NZ_CP101161.1	NZ_CP101161.1_2132	""				Transcription initiation factor IIB	1.1e-67
2133	2069373	2070362	TRUE	NZ_CP101161.1	NZ_CP101161.1_2133	""				Bacterial TSP3 repeat	2.9e-07
2134	2070418	2071749	TRUE	NZ_CP101161.1	NZ_CP101161.1_2134	""				POTASSIUM CHANNEL PROTEIN 2-RELATED-RELATED	3.2e-87
2135	2071746	2073230	TRUE	NZ_CP101161.1	NZ_CP101161.1_2135	""				TrkH	0
2136	2073252	2074871	TRUE	NZ_CP101161.1	NZ_CP101161.1_2136	""				TRK SYSTEM POTASSIUM UPTAKE PROTEIN TRKG-RELATED	2e-116
2137	2074936	2075763	TRUE	NZ_CP101161.1	NZ_CP101161.1_2137	""				MEMBRANE-ASSOCIATED PROTEIN VIPP1, CHLOROPLASTIC	1.6e-42
2138	2075803	2076834	TRUE	NZ_CP101161.1	NZ_CP101161.1_2138	""					
2139	2076831	2078756	FALSE	NZ_CP101161.1	NZ_CP101161.1_2139	""				THREONINE-TRNA LIGASE	0
2140	2078855	2079250	FALSE	NZ_CP101161.1	NZ_CP101161.1_2140	""				AhpD-like	2.22e-18
2141	2079421	2081064	FALSE	NZ_CP101161.1	NZ_CP101161.1_2141	""				Acetyl-CoA synthetase-like	0
2142	2081152	2081496	FALSE	NZ_CP101161.1	NZ_CP101161.1_2142	""				Halobacterial output domain 1	6.8e-23
2143	2081506	2082495	FALSE	NZ_CP101161.1	NZ_CP101161.1_2143	""				GAF and HTH_10 associated domain	1.8e-14
2144	2082549	2083568	FALSE	NZ_CP101161.1	NZ_CP101161.1_2144	""				muconate cycloisomerase	0
2145	2083565	2084593	FALSE	NZ_CP101161.1	NZ_CP101161.1_2145	""				GLL3100 PROTEIN	1e-108
2146	2084624	2085508	FALSE	NZ_CP101161.1	NZ_CP101161.1_2146	""				Actinobacteria/chloroflexi VLRF1 release factor	2e-30
2147	2085542	2085886	FALSE	NZ_CP101161.1	NZ_CP101161.1_2147	""				Family of unknown function (DUF5802)	6.8e-49
2148	2086037	2087194	TRUE	NZ_CP101161.1	NZ_CP101161.1_2148	""				ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	1.96e-23
2149	2087242	2087850	TRUE	NZ_CP101161.1	NZ_CP101161.1_2149	""				CheY-like	5.27e-26
2150	2087843	2088490	TRUE	NZ_CP101161.1	NZ_CP101161.1_2150	""					
2151	2088625	2089446	TRUE	NZ_CP101161.1	NZ_CP101161.1_2151	""					
2152	2089505	2090176	TRUE	NZ_CP101161.1	NZ_CP101161.1_2152	""				Archaeal heat shock regulator, ArsR family	1.4e-43
2153	2090173	2090658	FALSE	NZ_CP101161.1	NZ_CP101161.1_2153	""					
2154	2090950	2092194	TRUE	NZ_CP101161.1	NZ_CP101161.1_2154	""				GatD	0
2155	2092194	2093084	TRUE	NZ_CP101161.1	NZ_CP101161.1_2155	""				Acyl-CoA N-acyltransferases (Nat)	7.2e-22
2156	2093085	2093444	FALSE	NZ_CP101161.1	NZ_CP101161.1_2156	""					
2157	2093562	2093840	FALSE	NZ_CP101161.1	NZ_CP101161.1_2157	""				Ubl_SAMP1_like	1.03625e-25
2158	2093886	2094980	FALSE	NZ_CP101161.1	NZ_CP101161.1_2158	""				TRANSCRIPTIONAL REGULATOR, ASNC FAMILY	2.2e-40
2159	2095076	2096353	TRUE	NZ_CP101161.1	NZ_CP101161.1_2159	""				MFS general substrate transporter	1.12e-10
2160	2096344	2097210	TRUE	NZ_CP101161.1	NZ_CP101161.1_2160	""					
2161	2097241	2098086	TRUE	NZ_CP101161.1	NZ_CP101161.1_2161	""				PHOSPHATIDYLINOSITOL-GLYCAN BIOSYNTHESIS CLASS F PROTEIN-RELATED	1.2e-64
2162	2098149	2099075	TRUE	NZ_CP101161.1	NZ_CP101161.1_2162	""				PHOSPHATIDYLINOSITOL-GLYCAN BIOSYNTHESIS CLASS F PROTEIN-RELATED	2.1e-55
2163	2099072	2099569	FALSE	NZ_CP101161.1	NZ_CP101161.1_2163	""				Acyl-CoA N-acyltransferases (Nat)	1.17e-15
2164	2099660	2100712	TRUE	NZ_CP101161.1	NZ_CP101161.1_2164	""				Anthranilate phosphoribosyltransferase	5e-82
2165	2100709	2102811	FALSE	NZ_CP101161.1	NZ_CP101161.1_2165	""					
2166	2102908	2103471	TRUE	NZ_CP101161.1	NZ_CP101161.1_2166	""				CTP-DEPENDENT DIACYLGLYCEROL KINASE 1	3.8e-12
2167	2103510	2104082	TRUE	NZ_CP101161.1	NZ_CP101161.1_2167	""				cyclophilin	1.16534e-63
2168	2104141	2106564	TRUE	NZ_CP101161.1	NZ_CP101161.1_2168	""				Amino acid/polyamine transporter I	5.7e-67
2169	2106608	2107177	TRUE	NZ_CP101161.1	NZ_CP101161.1_2169	""				UPF0716 PROTEIN FXSA	3e-30
2170	2107559	2107753	TRUE	NZ_CP101161.1	NZ_CP101161.1_2170	""					
2171	2107754	2107906	FALSE	NZ_CP101161.1	NZ_CP101161.1_2171	""					
2172	2108156	2109352	FALSE	NZ_CP101161.1	NZ_CP101161.1_2172	""				N-ACETYLTRANSFERASE EIS	5.8e-65
2173	2109463	2109678	TRUE	NZ_CP101161.1	NZ_CP101161.1_2173	""					
2174	2109719	2109976	TRUE	NZ_CP101161.1	NZ_CP101161.1_2174	""					
2175	2109984	2110652	FALSE	NZ_CP101161.1	NZ_CP101161.1_2175	""				HAD-like	5.26e-27
2176	2110684	2110986	FALSE	NZ_CP101161.1	NZ_CP101161.1_2176	""					
2177	2111040	2111390	FALSE	NZ_CP101161.1	NZ_CP101161.1_2177	""				"""Winged helix"" DNA-binding domain"	1.53e-13
2178	2111461	2113104	FALSE	NZ_CP101161.1	NZ_CP101161.1_2178	""				Immunoglobulins	6.7e-10
2179	2113192	2115234	FALSE	NZ_CP101161.1	NZ_CP101161.1_2179	""				INTEGRAL MEMBRANE PROTEIN-RELATED	1.2e-95
2180	2115227	2117221	FALSE	NZ_CP101161.1	NZ_CP101161.1_2180	""				TWITCHING MOTILITY PROTEIN PILT	0
2181	2117361	2119406	FALSE	NZ_CP101161.1	NZ_CP101161.1_2181	""				Invasin/intimin cell-adhesion fragments	8.83e-16
2182	2119403	2121556	FALSE	NZ_CP101161.1	NZ_CP101161.1_2182	""				INTEGRAL MEMBRANE PROTEIN-RELATED	2.9e-89
2183	2121553	2123424	FALSE	NZ_CP101161.1	NZ_CP101161.1_2183	""				TWITCHING MOTILITY PROTEIN PILT	0
2184	2123549	2124343	FALSE	NZ_CP101161.1	NZ_CP101161.1_2184	""				FAH	6.02e-52
2185	2124432	2124944	TRUE	NZ_CP101161.1	NZ_CP101161.1_2185	""				LbH_gamma_CA_like	2.72018e-41
2186	2124946	2125776	FALSE	NZ_CP101161.1	NZ_CP101161.1_2186	""				PAS domain	2.8e-30
2187	2125831	2126733	FALSE	NZ_CP101161.1	NZ_CP101161.1_2187	""				NAD kinase/diacylglycerol kinase-like	8.11e-55
2188	2126730	2128286	FALSE	NZ_CP101161.1	NZ_CP101161.1_2188	""				2-methylcitrate dehydratase PrpD	5.75e-68
2189	2128375	2129061	FALSE	NZ_CP101161.1	NZ_CP101161.1_2189	""				BB1717-like	1.96e-67
2190	2129171	2129827	TRUE	NZ_CP101161.1	NZ_CP101161.1_2190	""				Glutaredoxin	3.6e-30
2191	2129827	2130405	TRUE	NZ_CP101161.1	NZ_CP101161.1_2191	""					
2192	2130450	2130878	TRUE	NZ_CP101161.1	NZ_CP101161.1_2192	""					
2193	2130939	2133227	TRUE	NZ_CP101161.1	NZ_CP101161.1_2193	""				Subtilisin-like	3.27e-43
2194	2133303	2133668	FALSE	NZ_CP101161.1	NZ_CP101161.1_2194	""				Domain of unknown function (DUF4383)	3.5e-17
2195	2133818	2135044	TRUE	NZ_CP101161.1	NZ_CP101161.1_2195	""				TIGR00300 family protein	0
2196	2135045	2135338	FALSE	NZ_CP101161.1	NZ_CP101161.1_2196	""					
2197	2135423	2135695	FALSE	NZ_CP101161.1	NZ_CP101161.1_2197	""					
2198	2135739	2136125	FALSE	NZ_CP101161.1	NZ_CP101161.1_2198	""				HUPs	1.7e-19
2199	2136264	2137583	TRUE	NZ_CP101161.1	NZ_CP101161.1_2199	""				Glutathione synthetase ATP-binding domain-like	4.91e-24
2200	2137854	2138807	TRUE	NZ_CP101161.1	NZ_CP101161.1_2200	""				Phytoene synthase like	0
2201	2138895	2139092	TRUE	NZ_CP101161.1	NZ_CP101161.1_2201	""					
2202	2139147	2140001	FALSE	NZ_CP101161.1	NZ_CP101161.1_2202	""				bisanhydrobacterioruberin hydratase	1.8e-123
2203	2140027	2140905	FALSE	NZ_CP101161.1	NZ_CP101161.1_2203	""				PT_UbiA_4	2.02893e-89
2204	2140902	2142407	FALSE	NZ_CP101161.1	NZ_CP101161.1_2204	""				phytoene desaturase family protein	5.9e-143
2205	2142499	2143272	TRUE	NZ_CP101161.1	NZ_CP101161.1_2205	""				PLASTOCYANIN MAJOR ISOFORM, CHLOROPLASTIC-RELATED	8.4e-29
2206	2143342	2144025	TRUE	NZ_CP101161.1	NZ_CP101161.1_2206	""				NAD(P)-binding Rossmann-fold domains	7.01e-50
2207	2144094	2144948	TRUE	NZ_CP101161.1	NZ_CP101161.1_2207	""					
2208	2144951	2146402	FALSE	NZ_CP101161.1	NZ_CP101161.1_2208	""				Retinal pigment epithelial membrane protein	1.2e-106
2209	2146399	2146875	FALSE	NZ_CP101161.1	NZ_CP101161.1_2209	""				Acyl-CoA N-acyltransferases (Nat)	1.16e-28
2210	2146916	2147404	FALSE	NZ_CP101161.1	NZ_CP101161.1_2210	""				Acyl-CoA N-acyltransferases (Nat)	4.63e-26
2211	2147523	2148200	TRUE	NZ_CP101161.1	NZ_CP101161.1_2211	""					
2212	2148195	2148959	FALSE	NZ_CP101161.1	NZ_CP101161.1_2212	""				NIF3 (NGG1p interacting factor 3)-like	4.45e-54
2213	2148999	2149808	FALSE	NZ_CP101161.1	NZ_CP101161.1_2213	""				Arginase	1.3e-59
2214	2149814	2150191	FALSE	NZ_CP101161.1	NZ_CP101161.1_2214	""				translation initiation factor IF-5A	3.5e-36
2215	2150253	2150477	FALSE	NZ_CP101161.1	NZ_CP101161.1_2215	""					
2216	2150542	2151603	FALSE	NZ_CP101161.1	NZ_CP101161.1_2216	""				Aspartate Aminotransferase, domain 1	5.5e-87
