	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
JAJCVI010000002.1_JAJCVI010000002.1_221	JAJCVI010000002.1	JAJCVI010000002.1	221	221492	221869	1	D										Helix-turn-helix domain [PF12840.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_222	JAJCVI010000002.1	JAJCVI010000002.1	222	221941	223134	-1	C	K01733	threonine synthase [EC:4.2.3.1]								Pyridoxal-phosphate dependent enzyme [PF00291.28]					0
JAJCVI010000002.1_JAJCVI010000002.1_223	JAJCVI010000002.1	JAJCVI010000002.1	223	223269	224534	1	D										Flavin containing amine oxidoreductase [PF01593.27]; NAD(P)-binding Rossmann-like domain [PF13450.9]; FAD binding domain [PF00890.27]; Flavin-binding monooxygenase-like [PF00743.22]; FAD dependent oxidoreductase [PF01266.27]; FAD binding domain [PF01494.22]; FAD dependent oxidoreductase [PF12831.10]; HI0933-like protein [PF03486.17]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_224	JAJCVI010000002.1	JAJCVI010000002.1	224	224567	225325	-1	C	K06953	uncharacterized protein								Calcineurin-like phosphoesterase [PF00149.31]					0
JAJCVI010000002.1_JAJCVI010000002.1_225	JAJCVI010000002.1	JAJCVI010000002.1	225	225354	226298	-1	C	K24447	archaeosortase A [EC:3.4.22.-]	MER0536236	C106	MER0536236 - family C106 non-peptidase homologues (Natronolimnobius innermongolicus) [C106.UNW]#C106#{peptidase unit: 31-330}~source WP_007258060~	False	0.512	278.0	5.318e-82	Transmembrane exosortase (Exosortase_EpsH) [PF09721.13]					0
JAJCVI010000002.1_JAJCVI010000002.1_226	JAJCVI010000002.1	JAJCVI010000002.1	226	226391	227077	-1	D										DnaJ domain [PF00226.34]					0
JAJCVI010000002.1_JAJCVI010000002.1_227	JAJCVI010000002.1	JAJCVI010000002.1	227	227258	227677	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_228	JAJCVI010000002.1	JAJCVI010000002.1	228	227755	228513	-1	C	K07159	uncharacterized protein								PAC2 family [PF09754.12]					0
JAJCVI010000002.1_JAJCVI010000002.1_229	JAJCVI010000002.1	JAJCVI010000002.1	229	228519	228701	-1	C	K11130	H/ACA ribonucleoprotein complex subunit 3								Nucleolar RNA-binding protein, Nop10p family [PF04135.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_230	JAJCVI010000002.1	JAJCVI010000002.1	230	228702	229502	-1	C	K03237	translation initiation factor 2 subunit 1								Eukaryotic translation initiation factor 2 alpha subunit [PF07541.15]; S1 RNA binding domain [PF00575.26]					0
JAJCVI010000002.1_JAJCVI010000002.1_231	JAJCVI010000002.1	JAJCVI010000002.1	231	229499	229672	-1	C	K02978	small subunit ribosomal protein S27e								Ribosomal protein S27 [PF01667.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_232	JAJCVI010000002.1	JAJCVI010000002.1	232	229677	229961	-1	C	K02929	large subunit ribosomal protein L44e								Ribosomal protein L44 [PF00935.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_233	JAJCVI010000002.1	JAJCVI010000002.1	233	230383	230652	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_234	JAJCVI010000002.1	JAJCVI010000002.1	234	230693	233569	-1	D										Uncharacterized membrane protein (DUF2298) [PF10060.12]					0
JAJCVI010000002.1_JAJCVI010000002.1_235	JAJCVI010000002.1	JAJCVI010000002.1	235	233757	234548	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_236	JAJCVI010000002.1	JAJCVI010000002.1	236	234545	235090	1	D										GtrA-like protein [PF04138.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_237	JAJCVI010000002.1	JAJCVI010000002.1	237	235472	235996	-1	D										Fasciclin domain [PF02469.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_238	JAJCVI010000002.1	JAJCVI010000002.1	238	236169	237695	-1	C	K02032	peptide/nickel transport system ATP-binding protein								ABC transporter [PF00005.30]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_239	JAJCVI010000002.1	JAJCVI010000002.1	239	237692	238762	-1	C	K02031	peptide/nickel transport system ATP-binding protein								ABC transporter [PF00005.30]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_240	JAJCVI010000002.1	JAJCVI010000002.1	240	238762	240393	-1	C	K02034	peptide/nickel transport system permease protein													0
JAJCVI010000002.1_JAJCVI010000002.1_241	JAJCVI010000002.1	JAJCVI010000002.1	241	240702	241670	1	D										Binding-prot-dependent transport system membrane comp, N-term [PF19300.2]					0
JAJCVI010000002.1_JAJCVI010000002.1_242	JAJCVI010000002.1	JAJCVI010000002.1	242	241676	241858	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_243	JAJCVI010000002.1	JAJCVI010000002.1	243	241883	242452	-1	D										Phosphoribosyl transferase domain [PF00156.30]					0
JAJCVI010000002.1_JAJCVI010000002.1_244	JAJCVI010000002.1	JAJCVI010000002.1	244	242460	242963	-1	C	K23255	archaeal type IV pilus assembly protein PilA								Archaeal Type IV pilin, N-terminal [PF07790.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_245	JAJCVI010000002.1	JAJCVI010000002.1	245	243027	243494	-1	C	K23255	archaeal type IV pilus assembly protein PilA								Archaeal Type IV pilin, N-terminal [PF07790.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_246	JAJCVI010000002.1	JAJCVI010000002.1	246	243573	244151	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_247	JAJCVI010000002.1	JAJCVI010000002.1	247	244419	246872	1	D										Proton-conducting membrane transporter [PF00361.23]; MBH, subunit E [PF20501.1]; MBH, subunit D [PF13244.9]; NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus [PF00662.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_248	JAJCVI010000002.1	JAJCVI010000002.1	248	246869	247363	1	C	K05566	multicomponent Na+:H+ antiporter subunit B								Domain related to MnhB subunit of Na+/H+ antiporter [PF04039.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_249	JAJCVI010000002.1	JAJCVI010000002.1	249	247360	247755	1	C	K05567	multicomponent Na+:H+ antiporter subunit C								NADH-ubiquinone/plastoquinone oxidoreductase chain 4L [PF00420.27]					0
JAJCVI010000002.1_JAJCVI010000002.1_250	JAJCVI010000002.1	JAJCVI010000002.1	250	247752	249401	1	C	K05568	multicomponent Na+:H+ antiporter subunit D								Proton-conducting membrane transporter [PF00361.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_251	JAJCVI010000002.1	JAJCVI010000002.1	251	249398	250129	1	C	K05569	multicomponent Na+:H+ antiporter subunit E								Na+/H+ ion antiporter subunit [PF01899.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_252	JAJCVI010000002.1	JAJCVI010000002.1	252	250122	250439	1	C	K05570	multicomponent Na+:H+ antiporter subunit F								Multiple resistance and pH regulation protein F (MrpF / PhaF) [PF04066.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_253	JAJCVI010000002.1	JAJCVI010000002.1	253	250436	250861	1	D										Na+/H+ antiporter subunit [PF03334.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_254	JAJCVI010000002.1	JAJCVI010000002.1	254	250891	252090	-1	C	K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]								DNA / pantothenate metabolism flavoprotein [PF04127.18]; Flavoprotein [PF02441.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_255	JAJCVI010000002.1	JAJCVI010000002.1	255	252191	253564	-1	D										Domain of unknown function DUF11 [PF01345.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_256	JAJCVI010000002.1	JAJCVI010000002.1	256	253708	254232	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_257	JAJCVI010000002.1	JAJCVI010000002.1	257	254281	255678	1	C	K03499	trk/ktr system potassium uptake protein								TrkA-N domain [PF02254.21]; TrkA-C domain [PF02080.24]; UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain [PF03721.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_258	JAJCVI010000002.1	JAJCVI010000002.1	258	255675	257294	1	C	K03498	trk/ktr system potassium uptake protein								Cation transport protein [PF02386.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_259	JAJCVI010000002.1	JAJCVI010000002.1	259	257558	258127	-1	C	K02638	plastocyanin								Copper binding proteins, plastocyanin/azurin family [PF00127.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_260	JAJCVI010000002.1	JAJCVI010000002.1	260	258231	259295	-1	C	K20608	tetrahedral aminopeptidase [EC:3.4.11.-]	MER0364219	M42	MER0364219 - family M42 unassigned peptidases (Halogranum salarium) [M42.UPW]#M42#{peptidase unit: 7-345}~source ZP_10769118~	True	0.66	446.0	2.105e-139	M42 glutamyl aminopeptidase [PF05343.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_261	JAJCVI010000002.1	JAJCVI010000002.1	261	259398	260342	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_262	JAJCVI010000002.1	JAJCVI010000002.1	262	260530	261018	1	D										Winged helix-turn-helix DNA-binding [PF13412.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_263	JAJCVI010000002.1	JAJCVI010000002.1	263	261083	261382	1	D										MTH865-like family [PF07747.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_264	JAJCVI010000002.1	JAJCVI010000002.1	264	261427	262488	-1	C	K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]								Dehydrogenase E1 component [PF00676.23]; Transketolase, thiamine diphosphate binding domain [PF00456.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_265	JAJCVI010000002.1	JAJCVI010000002.1	265	262708	264030	1	C	K19701	aminopeptidase YwaD [EC:3.4.11.6 3.4.11.10]	MER0259335	M28A	MER0259335 - subfamily M28A unassigned peptidases (Haladaptatus paucihalophilus) [M28.UPA]#M28A#{peptidase unit: 141-412}~source ZP_08044254~	True	0.704	381.0	1.6870000000000001e-115	Peptidase family M28 [PF04389.20]; PA domain [PF02225.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_266	JAJCVI010000002.1	JAJCVI010000002.1	266	264201	264980	1	C	K00858	NAD+ kinase [EC:2.7.1.23]								ATP-NAD kinase C-terminal domain [PF20143.2]					0
JAJCVI010000002.1_JAJCVI010000002.1_267	JAJCVI010000002.1	JAJCVI010000002.1	267	265005	265466	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_268	JAJCVI010000002.1	JAJCVI010000002.1	268	266025	266282	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_269	JAJCVI010000002.1	JAJCVI010000002.1	269	266275	266589	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_270	JAJCVI010000002.1	JAJCVI010000002.1	270	266611	267396	-1	D										Cytochrome b(C-terminal)/b6/petD [PF00032.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_271	JAJCVI010000002.1	JAJCVI010000002.1	271	267401	268195	-1	D										Cytochrome b/b6/petB [PF00033.22]; Cytochrome b(N-terminal)/b6/petB [PF13631.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_272	JAJCVI010000002.1	JAJCVI010000002.1	272	268200	269048	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_273	JAJCVI010000002.1	JAJCVI010000002.1	273	269051	269443	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_274	JAJCVI010000002.1	JAJCVI010000002.1	274	269447	270118	-1	C	K02638	plastocyanin								Copper binding proteins, plastocyanin/azurin family [PF00127.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_275	JAJCVI010000002.1	JAJCVI010000002.1	275	270174	271145	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_276	JAJCVI010000002.1	JAJCVI010000002.1	276	271239	271721	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_277	JAJCVI010000002.1	JAJCVI010000002.1	277	271800	272027	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_278	JAJCVI010000002.1	JAJCVI010000002.1	278	272109	272792	-1	C	K10773	endonuclease III [EC:4.2.99.18]								HhH-GPD superfamily base excision DNA repair protein [PF00730.28]; Helix-hairpin-helix motif [PF00633.26]					0
JAJCVI010000002.1_JAJCVI010000002.1_279	JAJCVI010000002.1	JAJCVI010000002.1	279	272975	274927	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_280	JAJCVI010000002.1	JAJCVI010000002.1	280	275005	276012	1	C	K17942	phosphomevalonate decarboxylase [EC:4.1.1.99]								Mevalonate 5-diphosphate decarboxylase C-terminal domain [PF18376.4]					0
JAJCVI010000002.1_JAJCVI010000002.1_281	JAJCVI010000002.1	JAJCVI010000002.1	281	276115	277023	1	C	K07059	uncharacterized protein	MER0055549	S54	MER0055549 - family S54 unassigned peptidases (Halogeometricum borinquense) [S54.UPW]#S54#{peptidase unit: 74-300}~source GEBA2500154206~	False	0.56	243.0	4.347e-70	Rhomboid family [PF01694.25]; AN1-like Zinc finger [PF01428.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_282	JAJCVI010000002.1	JAJCVI010000002.1	282	277055	277813	1	C	K05982	deoxyribonuclease V [EC:3.1.21.7]								Endonuclease V [PF04493.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_283	JAJCVI010000002.1	JAJCVI010000002.1	283	278041	278922	1	C	K00019	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]								short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]; KR domain [PF08659.13]; RmlD substrate binding domain [PF04321.20]; GDP-mannose 4,6 dehydratase [PF16363.8]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_284	JAJCVI010000002.1	JAJCVI010000002.1	284	278926	280404	1	C	K11529	glycerate 2-kinase [EC:2.7.1.165]								Domain of unknown function (DUF4147) [PF13660.9]; MOFRL family [PF05161.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_285	JAJCVI010000002.1	JAJCVI010000002.1	285	280473	280934	1	D										Family of unknown function (DUF5788) [PF19101.3]					0
JAJCVI010000002.1_JAJCVI010000002.1_286	JAJCVI010000002.1	JAJCVI010000002.1	286	280953	282704	1	C	K02347	DNA polymerase (family X)								DNA polymerase beta thumb [PF14791.9]; PHP domain [PF02811.22]; Helix-hairpin-helix domain [PF14520.9]; Helix-hairpin-helix domain [PF14716.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_287	JAJCVI010000002.1	JAJCVI010000002.1	287	282744	283190	1	C	K09122	uncharacterized protein								Mut7-C RNAse domain [PF01927.19]; Domain of unknown function (DUF5615) [PF18480.4]					0
JAJCVI010000002.1_JAJCVI010000002.1_288	JAJCVI010000002.1	JAJCVI010000002.1	288	283377	284405	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_289	JAJCVI010000002.1	JAJCVI010000002.1	289	284600	284884	1	D										Family of unknown function (DUF5789) [PF19102.3]					0
JAJCVI010000002.1_JAJCVI010000002.1_290	JAJCVI010000002.1	JAJCVI010000002.1	290	284963	285670	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_291	JAJCVI010000002.1	JAJCVI010000002.1	291	285770	286234	1	D										Domain of unknown function DUF302 [PF03625.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_292	JAJCVI010000002.1	JAJCVI010000002.1	292	286252	286461	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_293	JAJCVI010000002.1	JAJCVI010000002.1	293	286553	287833	-1	C	K22585	DNA repair protein NreA								Archaeal Nre, N-terminal [PF04894.15]; Archaeal Nre, C-terminal [PF04895.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_294	JAJCVI010000002.1	JAJCVI010000002.1	294	287986	289065	1	D										Glycosyltransferase Family 4 [PF13439.9]; Glycosyl transferase 4-like domain [PF13579.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_295	JAJCVI010000002.1	JAJCVI010000002.1	295	289272	289655	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_296	JAJCVI010000002.1	JAJCVI010000002.1	296	289689	293264	1	C	K03529	chromosome segregation protein								RecF/RecN/SMC N terminal domain [PF02463.22]; SMC proteins Flexible Hinge Domain [PF06470.16]; Eukaryotic membrane protein family [PF05346.14]; AAA domain [PF13476.9]; AAA ATPase domain [PF13175.9]; P-loop containing region of AAA domain [PF13555.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_297	JAJCVI010000002.1	JAJCVI010000002.1	297	293257	294333	1	C	K05896	segregation and condensation protein A								Segregation and condensation protein ScpA [PF02616.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_298	JAJCVI010000002.1	JAJCVI010000002.1	298	294457	294660	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_299	JAJCVI010000002.1	JAJCVI010000002.1	299	295099	296118	1	D										Dehydrogenase E1 component [PF00676.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_300	JAJCVI010000002.1	JAJCVI010000002.1	300	296118	297140	1	C	K21417	acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta [EC:1.1.1.-]								Transketolase, pyrimidine binding domain [PF02779.27]; Transketolase, C-terminal domain [PF02780.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_301	JAJCVI010000002.1	JAJCVI010000002.1	301	297137	297421	1	D										Biotin-requiring enzyme [PF00364.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_302	JAJCVI010000002.1	JAJCVI010000002.1	302	297436	297900	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_303	JAJCVI010000002.1	JAJCVI010000002.1	303	297912	298766	-1	C	K00772	5'-methylthioadenosine phosphorylase [EC:2.4.2.28]													0
JAJCVI010000002.1_JAJCVI010000002.1_304	JAJCVI010000002.1	JAJCVI010000002.1	304	298822	299232	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_305	JAJCVI010000002.1	JAJCVI010000002.1	305	299358	300839	1	C	K03327	multidrug resistance protein, MATE family								MatE [PF01554.21]; Lipid II flippase MurJ [PF03023.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_306	JAJCVI010000002.1	JAJCVI010000002.1	306	300895	301608	-1	C	K07101	uncharacterized protein								Phosphoribosyl transferase domain [PF00156.30]; Phosphoribosyl synthetase-associated domain [PF14572.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_307	JAJCVI010000002.1	JAJCVI010000002.1	307	301743	302279	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_308	JAJCVI010000002.1	JAJCVI010000002.1	308	302423	302716	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_309	JAJCVI010000002.1	JAJCVI010000002.1	309	302855	303481	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_310	JAJCVI010000002.1	JAJCVI010000002.1	310	303491	304588	-1	C	K13693	glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266]									GT81	GT81 NDP-Glc: glucosyl-3-phosphoglycerate synthase (EC 2.4.1.266); NDP-Man: mannosyl-3-phosphoglycerate synthase (EC 2.4.1.217);	2.4.1.217,2.4.1.266,2.4.1.270,2.4.1.-	GT81.hmm	0
JAJCVI010000002.1_JAJCVI010000002.1_311	JAJCVI010000002.1	JAJCVI010000002.1	311	304684	305967	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_312	JAJCVI010000002.1	JAJCVI010000002.1	312	306030	306197	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_313	JAJCVI010000002.1	JAJCVI010000002.1	313	306238	307332	-1	D										Aldo/keto reductase family [PF00248.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_314	JAJCVI010000002.1	JAJCVI010000002.1	314	307482	308774	1	D										Major Facilitator Superfamily [PF07690.19]; MFS_1 like family [PF12832.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_315	JAJCVI010000002.1	JAJCVI010000002.1	315	308798	309943	-1	D										DHH family [PF01368.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_316	JAJCVI010000002.1	JAJCVI010000002.1	316	310001	310900	-1	D										NAD dependent epimerase/dehydratase family [PF01370.24]; RmlD substrate binding domain [PF04321.20]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; GDP-mannose 4,6 dehydratase [PF16363.8]; NAD(P)H-binding [PF13460.9]; TrkA-N domain [PF02254.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_317	JAJCVI010000002.1	JAJCVI010000002.1	317	310985	314614	-1	D										Family of unknown function (DUF5791) [PF19104.3]					0
JAJCVI010000002.1_JAJCVI010000002.1_318	JAJCVI010000002.1	JAJCVI010000002.1	318	314611	315459	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_319	JAJCVI010000002.1	JAJCVI010000002.1	319	315456	315893	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_320	JAJCVI010000002.1	JAJCVI010000002.1	320	315865	316341	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_321	JAJCVI010000002.1	JAJCVI010000002.1	321	316402	318180	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_322	JAJCVI010000002.1	JAJCVI010000002.1	322	318177	320027	-1	D										Type II/IV secretion system protein [PF00437.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_323	JAJCVI010000002.1	JAJCVI010000002.1	323	320548	321174	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_324	JAJCVI010000002.1	JAJCVI010000002.1	324	321305	322384	1	C	K22222	tubulin-like protein CetZ								Tubulin/FtsZ family, GTPase domain [PF00091.28]; Tubulin like [PF13809.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_325	JAJCVI010000002.1	JAJCVI010000002.1	325	322611	323072	-1	C	K08982	putative membrane protein													0
JAJCVI010000002.1_JAJCVI010000002.1_326	JAJCVI010000002.1	JAJCVI010000002.1	326	323306	324649	-1	D										Type I phosphodiesterase / nucleotide pyrophosphatase [PF01663.25]					0
JAJCVI010000002.1_JAJCVI010000002.1_327	JAJCVI010000002.1	JAJCVI010000002.1	327	324741	324938	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_328	JAJCVI010000002.1	JAJCVI010000002.1	328	325068	325598	-1	C	K01507	inorganic pyrophosphatase [EC:3.6.1.1]								Inorganic pyrophosphatase [PF00719.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_329	JAJCVI010000002.1	JAJCVI010000002.1	329	325921	326280	1	D										Transcriptional regulator PadR-like family [PF03551.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_330	JAJCVI010000002.1	JAJCVI010000002.1	330	326323	326967	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_331	JAJCVI010000002.1	JAJCVI010000002.1	331	326960	327556	-1	D										Reverse transcriptase-like [PF13456.9]; RNase H [PF00075.27]					0
JAJCVI010000002.1_JAJCVI010000002.1_332	JAJCVI010000002.1	JAJCVI010000002.1	332	327736	328698	1	C	K03124	transcription initiation factor TFIIB								Transcription factor TFIIB repeat [PF00382.22]; TFIIB zinc-binding [PF08271.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_333	JAJCVI010000002.1	JAJCVI010000002.1	333	328802	330625	1	D			MER0693117	S09A	MER0693117 - subfamily S9A unassigned peptidases (Natronococcus occultus) [S09.UPA]#S09A#{peptidase unit: 335-604}~source L0JYR9~	True	0.813	456.0	1.496e-138	Prolyl oligopeptidase family [PF00326.24]; Prolyl oligopeptidase, N-terminal beta-propeller domain [PF02897.18]; Dienelactone hydrolase family [PF01738.21]; BD-FAE [PF20434.1]; Acetyl xylan esterase (AXE1) [PF05448.15]; Serine aminopeptidase, S33 [PF12146.11]; BAAT / Acyl-CoA thioester hydrolase C terminal [PF08840.14]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.21]; alpha/beta hydrolase fold [PF07859.16]; Esterase FrsA-like [PF06500.14]; Phospholipase/Carboxylesterase [PF02230.19]; Esterase PHB depolymerase [PF10503.12]; Abhydrolase family [PF12715.10]; alpha/beta hydrolase fold [PF00561.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_334	JAJCVI010000002.1	JAJCVI010000002.1	334	330696	331652	1	C	K01990	ABC-2 type transport system ATP-binding protein								ABC transporter [PF00005.30]; AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_335	JAJCVI010000002.1	JAJCVI010000002.1	335	331652	332530	1	C	K01992	ABC-2 type transport system permease protein								ABC-2 family transporter protein [PF12679.10]; ABC-2 family transporter protein [PF12730.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_336	JAJCVI010000002.1	JAJCVI010000002.1	336	332587	333645	-1	C	K00096	glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]								Iron-containing alcohol dehydrogenase [PF13685.9]; Iron-containing alcohol dehydrogenase [PF00465.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_337	JAJCVI010000002.1	JAJCVI010000002.1	337	333795	335426	1	D										Amino acid permease [PF13520.9]; Amino acid permease [PF00324.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_338	JAJCVI010000002.1	JAJCVI010000002.1	338	335423	336076	1	C	K03499	trk/ktr system potassium uptake protein								TrkA-N domain [PF02254.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_339	JAJCVI010000002.1	JAJCVI010000002.1	339	336079	336375	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_340	JAJCVI010000002.1	JAJCVI010000002.1	340	336447	337622	1	D										Phosphate transporter family [PF01384.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_341	JAJCVI010000002.1	JAJCVI010000002.1	341	337673	338725	-1	D										NAD dependent epimerase/dehydratase family [PF01370.24]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; GDP-mannose 4,6 dehydratase [PF16363.8]; NAD(P)H-binding [PF13460.9]; RmlD substrate binding domain [PF04321.20]; NmrA-like family [PF05368.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_342	JAJCVI010000002.1	JAJCVI010000002.1	342	338956	339168	1	C	K07069	uncharacterized protein								Nucleic-acid-binding protein containing Zn-ribbon domain (DUF2082) [PF09855.12]					0
JAJCVI010000002.1_JAJCVI010000002.1_343	JAJCVI010000002.1	JAJCVI010000002.1	343	339169	339435	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_344	JAJCVI010000002.1	JAJCVI010000002.1	344	339442	344148	-1	C	K00265	glutamate synthase (NADPH) large chain [EC:1.4.1.13]	MER0196699	C44	MER0196699 - glutamate synthase (NADPH) large chain (Haloterrigena turkmenica) [C44.003]#C44#{peptidase unit: 26-395}~source ADB62063~	True	0.716	553.0	5.224e-160	Glutamine amidotransferases class-II [PF00310.24]; Glutamate synthase central domain [PF04898.17]; Conserved region in glutamate synthase [PF01645.20]; GXGXG motif [PF01493.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_345	JAJCVI010000002.1	JAJCVI010000002.1	345	344415	345944	-1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; PAS fold [PF08448.13]; GAF domain [PF13185.9]; His Kinase A (phospho-acceptor) domain [PF00512.28]; PAS domain [PF13426.10]					0
