V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ORF
WP_233274409.1,615,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,166,188,-,-,-,ORF24
WP_233274409.1,615,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,133,154,-,-,-,ORF24
WP_233274409.1,615,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",374,615,-,-,-,ORF24
WP_233274409.1,615,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,328,350,-,-,-,ORF24
WP_233274409.1,615,MobiDBLite,mobidb-lite,consensus disorder prediction,1,56,-,-,-,ORF24
WP_066418771.1,655,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,412,434,-,-,-,ORF24
WP_066418771.1,655,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,239,261,-,-,-,ORF24
WP_066418771.1,655,MobiDBLite,mobidb-lite,consensus disorder prediction,1,121,-,-,-,ORF24
WP_066418771.1,655,MobiDBLite,mobidb-lite,consensus disorder prediction,8,24,-,-,-,ORF24
WP_066418771.1,655,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",431,655,-,-,-,ORF24
WP_066418771.1,655,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,385,404,-,-,-,ORF24
WP_066418771.1,655,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",223,233,-,-,-,ORF24
WP_066418771.1,655,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,234,260,-,-,-,ORF24
WP_066418771.1,655,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,202,224,-,-,-,ORF24
WP_066418771.1,655,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,385,407,-,-,-,ORF24
WP_066418771.1,655,MobiDBLite,mobidb-lite,consensus disorder prediction,25,55,-,-,-,ORF24
WP_066418771.1,655,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",261,384,-,-,-,ORF24
WP_066418771.1,655,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",405,409,-,-,-,ORF24
WP_066418771.1,655,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,410,430,-,-,-,ORF24
WP_066418771.1,655,MobiDBLite,mobidb-lite,consensus disorder prediction,78,100,-,-,-,ORF24
WP_066418771.1,655,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1,201,-,-,-,ORF24
WP_066418771.1,655,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,202,222,-,-,-,ORF24
WP_226043402.1,540,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",274,278,-,-,-,ORF24
WP_226043402.1,540,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,60,84,-,-,-,ORF24
WP_226043402.1,540,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,5,-,-,-,ORF24
WP_226043402.1,540,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",299,540,-,-,-,ORF24
WP_226043402.1,540,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,5,24,-,-,-,ORF24
WP_226043402.1,540,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",85,103,-,-,-,ORF24
WP_226043402.1,540,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,254,276,-,-,-,ORF24
WP_226043402.1,540,MobiDBLite,mobidb-lite,consensus disorder prediction,187,228,-,-,-,ORF24
WP_226043402.1,540,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",123,252,-,-,-,ORF24
WP_226043402.1,540,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",25,59,-,-,-,ORF24
WP_226043402.1,540,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,6,24,-,-,-,ORF24
WP_226043402.1,540,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,253,273,-,-,-,ORF24
WP_226043402.1,540,MobiDBLite,mobidb-lite,consensus disorder prediction,517,540,-,-,-,ORF24
WP_226043402.1,540,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,280,299,-,-,-,ORF24
WP_226043402.1,540,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,279,298,-,-,-,ORF24
WP_226043402.1,540,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,60,82,-,-,-,ORF24
WP_226043402.1,540,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,104,122,-,-,-,ORF24
WP_226043402.1,540,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,97,119,-,-,-,ORF24
QCC57297.1,531,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,82,104,-,-,-,ORF24
QCC57297.1,531,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,50,72,-,-,-,ORF24
QCC57297.1,531,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",71,81,-,-,-,ORF24
QCC57297.1,531,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1,48,-,-,-,ORF24
QCC57297.1,531,MobiDBLite,mobidb-lite,consensus disorder prediction,174,197,-,-,-,ORF24
QCC57297.1,531,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,244,264,-,-,-,ORF24
QCC57297.1,531,MobiDBLite,mobidb-lite,consensus disorder prediction,505,531,-,-,-,ORF24
QCC57297.1,531,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",105,243,-,-,-,ORF24
QCC57297.1,531,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,270,289,-,-,-,ORF24
QCC57297.1,531,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",265,269,-,-,-,ORF24
QCC57297.1,531,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,271,290,-,-,-,ORF24
QCC57297.1,531,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,49,70,-,-,-,ORF24
QCC57297.1,531,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",290,531,-,-,-,ORF24
QCC57297.1,531,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,244,266,-,-,-,ORF24
QCC57297.1,531,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,82,104,-,-,-,ORF24
WP_006665488.1,543,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,60,81,-,-,-,ORF24
WP_006665488.1,543,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,282,301,-,-,-,ORF24
WP_006665488.1,543,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,255,277,-,-,-,ORF24
WP_006665488.1,543,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,5,-,-,-,ORF24
WP_006665488.1,543,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,93,115,-,-,-,ORF24
WP_006665488.1,543,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,5,24,-,-,-,ORF24
WP_006665488.1,543,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,280,300,-,-,-,ORF24
WP_006665488.1,543,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",301,543,-,-,-,ORF24
WP_006665488.1,543,MobiDBLite,mobidb-lite,consensus disorder prediction,185,232,-,-,-,ORF24
WP_006665488.1,543,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",25,59,-,-,-,ORF24
WP_006665488.1,543,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,6,24,-,-,-,ORF24
WP_006665488.1,543,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",116,254,-,-,-,ORF24
WP_006665488.1,543,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,92,114,-,-,-,ORF24
WP_006665488.1,543,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,60,82,-,-,-,ORF24
WP_006665488.1,543,MobiDBLite,mobidb-lite,consensus disorder prediction,212,226,-,-,-,ORF24
WP_006665488.1,543,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,255,274,-,-,-,ORF24
WP_006665488.1,543,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",275,279,-,-,-,ORF24
WP_006665488.1,543,MobiDBLite,mobidb-lite,consensus disorder prediction,519,543,-,-,-,ORF24
WP_006665488.1,543,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",82,92,-,-,-,ORF24
WP_012946163.1,559,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",107,117,-,-,-,ORF24
WP_012946163.1,559,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",141,271,-,-,-,ORF24
WP_012946163.1,559,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,22,-,-,-,ORF24
WP_012946163.1,559,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,272,292,-,-,-,ORF24
WP_012946163.1,559,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",293,297,-,-,-,ORF24
WP_012946163.1,559,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,23,47,-,-,-,ORF24
WP_012946163.1,559,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,34,53,-,-,-,ORF24
WP_012946163.1,559,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,298,317,-,-,-,ORF24
WP_012946163.1,559,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",48,84,-,-,-,ORF24
WP_012946163.1,559,MobiDBLite,mobidb-lite,consensus disorder prediction,210,247,-,-,-,ORF24
WP_012946163.1,559,MobiDBLite,mobidb-lite,consensus disorder prediction,538,559,-,-,-,ORF24
WP_012946163.1,559,MobiDBLite,mobidb-lite,consensus disorder prediction,223,239,-,-,-,ORF24
WP_012946163.1,559,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,299,318,-,-,-,ORF24
WP_012946163.1,559,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,117,139,-,-,-,ORF24
WP_012946163.1,559,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,85,106,-,-,-,ORF24
WP_012946163.1,559,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",318,559,-,-,-,ORF24
WP_012946163.1,559,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,272,294,-,-,-,ORF24
WP_012946163.1,559,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,85,107,-,-,-,ORF24
WP_012946163.1,559,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,118,140,-,-,-,ORF24
WP_178289020.1,557,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,304,322,-,-,-,ORF24
WP_178289020.1,557,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",144,278,-,-,-,ORF24
WP_178289020.1,557,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,5,-,-,-,ORF24
WP_178289020.1,557,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",323,557,-,-,-,ORF24
WP_178289020.1,557,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,304,322,-,-,-,ORF24
WP_178289020.1,557,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,124,143,-,-,-,ORF24
WP_178289020.1,557,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",31,83,-,-,-,ORF24
WP_178289020.1,557,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",105,123,-,-,-,ORF24
WP_178289020.1,557,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,278,300,-,-,-,ORF24
WP_178289020.1,557,MobiDBLite,mobidb-lite,consensus disorder prediction,226,257,-,-,-,ORF24
WP_178289020.1,557,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,10,29,-,-,-,ORF24
WP_178289020.1,557,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,84,104,-,-,-,ORF24
WP_178289020.1,557,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,6,30,-,-,-,ORF24
WP_178289020.1,557,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,84,106,-,-,-,ORF24
WP_178289020.1,557,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,279,298,-,-,-,ORF24
WP_178289020.1,557,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",299,303,-,-,-,ORF24
WP_178289020.1,557,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,121,143,-,-,-,ORF24
WP_049980266.1,594,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",282,594,-,-,-,ORF24
WP_049980266.1,594,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,5,-,-,-,ORF24
WP_049980266.1,594,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",111,237,-,-,-,ORF24
WP_049980266.1,594,MobiDBLite,mobidb-lite,consensus disorder prediction,457,496,-,-,-,ORF24
WP_049980266.1,594,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",258,262,-,-,-,ORF24
WP_049980266.1,594,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,238,257,-,-,-,ORF24
WP_049980266.1,594,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,238,260,-,-,-,ORF24
WP_049980266.1,594,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",69,87,-,-,-,ORF24
WP_049980266.1,594,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,88,110,-,-,-,ORF24
WP_049980266.1,594,MobiDBLite,mobidb-lite,consensus disorder prediction,167,217,-,-,-,ORF24
WP_049980266.1,594,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,264,281,-,-,-,ORF24
WP_049980266.1,594,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,48,70,-,-,-,ORF24
WP_049980266.1,594,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,48,68,-,-,-,ORF24
WP_049980266.1,594,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,6,28,-,-,-,ORF24
WP_049980266.1,594,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,263,281,-,-,-,ORF24
WP_049980266.1,594,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,85,107,-,-,-,ORF24
WP_049980266.1,594,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",29,47,-,-,-,ORF24
WP_074880307.1,528,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,264,282,-,-,-,ORF24
WP_074880307.1,528,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,5,-,-,-,ORF24
WP_074880307.1,528,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,239,261,-,-,-,ORF24
WP_074880307.1,528,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",111,238,-,-,-,ORF24
WP_074880307.1,528,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,265,282,-,-,-,ORF24
WP_074880307.1,528,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",69,87,-,-,-,ORF24
WP_074880307.1,528,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,88,110,-,-,-,ORF24
WP_074880307.1,528,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",283,528,-,-,-,ORF24
WP_074880307.1,528,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,239,258,-,-,-,ORF24
WP_074880307.1,528,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,48,70,-,-,-,ORF24
WP_074880307.1,528,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,48,68,-,-,-,ORF24
WP_074880307.1,528,MobiDBLite,mobidb-lite,consensus disorder prediction,168,218,-,-,-,ORF24
WP_074880307.1,528,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,6,28,-,-,-,ORF24
WP_074880307.1,528,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,85,107,-,-,-,ORF24
WP_074880307.1,528,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",29,47,-,-,-,ORF24
WP_074880307.1,528,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",259,263,-,-,-,ORF24
QCW05226.1,1447,PANTHER,PTHR34512,CELL SURFACE PROTEIN,434,567,9.1E-48,-,-,ORF6
QCW05226.1,1447,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,58,80,-,-,-,ORF6
QCW05226.1,1447,Pfam,PF13570,PQQ-like domain,505,542,73,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
QCW05226.1,1447,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,95,117,-,-,-,ORF6
QCW05226.1,1447,Coils,Coil,Coil,946,966,-,-,-,ORF6
QCW05226.1,1447,SMART,SM00564,ire1_9,436,467,12,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCW05226.1,1447,SMART,SM00564,ire1_9,355,387,5,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCW05226.1,1447,SMART,SM00564,ire1_9,315,346,22,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCW05226.1,1447,SMART,SM00564,ire1_9,396,427,3,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCW05226.1,1447,SMART,SM00564,ire1_9,233,265,38,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCW05226.1,1447,SMART,SM00564,ire1_9,477,512,52,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCW05226.1,1447,SMART,SM00564,ire1_9,275,306,86,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCW05226.1,1447,SMART,SM00564,ire1_9,520,550,4,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
QCW05226.1,1447,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,473,599,1.8E-13,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
QCW05226.1,1447,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",178,197,-,-,-,ORF6
QCW05226.1,1447,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",119,124,-,-,-,ORF6
QCW05226.1,1447,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,129,151,-,-,-,ORF6
QCW05226.1,1447,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",79,97,-,-,-,ORF6
QCW05226.1,1447,Pfam,PF13360,PQQ-like domain,369,"4,91E+02","4,00E-21",IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
QCW05226.1,1447,Pfam,PF13360,PQQ-like domain,232,356,1.3E-21,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
QCW05226.1,1447,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1417,1439,-,-,-,ORF6
QCW05226.1,1447,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,231,491,3.92E-65,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
QCW05226.1,1447,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,98,118,-,-,-,ORF6
QCW05226.1,1447,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,155,177,-,-,-,ORF6
QCW05226.1,1447,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",217,1447,-,-,-,ORF6
QCW05226.1,1447,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,155,177,-,-,-,ORF6
QCW05226.1,1447,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",150,154,-,-,-,ORF6
QCW05226.1,1447,MobiDBLite,mobidb-lite,consensus disorder prediction,1198,1259,-,-,-,ORF6
QCW05226.1,1447,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,59,78,-,-,-,ORF6
QCW05226.1,1447,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,198,220,-,-,-,ORF6
QCW05226.1,1447,Gene3D,G3DSA:2.130.10.10,-,386,"6,01E+02","2,00E-46",IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
QCW05226.1,1447,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,198,216,-,-,-,ORF6
QCW05226.1,1447,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1,58,-,-,-,ORF6
QCW05226.1,1447,Gene3D,G3DSA:2.40.128.630,-,208,307,4.7E-23,-,-,ORF6
QCW05226.1,1447,Gene3D,G3DSA:2.40.128.630,-,308,385,1.6E-22,-,-,ORF6
QCW05226.1,1447,SUPERFAMILY,SSF49464,Carboxypeptidase regulatory domain-like,591,627,29,IPR008969,"Carboxypeptidase-like, regulatory domain superfamily",ORF6
QCW05226.1,1447,MobiDBLite,mobidb-lite,consensus disorder prediction,1221,1236,-,-,-,ORF6
QCW05226.1,1447,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,125,149,-,-,-,ORF6
WP_175417072.1,1374,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,82,104,-,-,-,ORF6
WP_175417072.1,1374,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",77,81,-,-,-,ORF6
WP_175417072.1,1374,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,22,-,-,-,ORF6
WP_175417072.1,1374,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,23,42,-,-,-,ORF6
WP_175417072.1,1374,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1344,1366,-,-,-,ORF6
WP_175417072.1,1374,Pfam,PF13570,PQQ-like domain,432,469,69,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_175417072.1,1374,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,199,322,6.67E-36,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
WP_175417072.1,1374,MobiDBLite,mobidb-lite,consensus disorder prediction,1148,1163,-,-,-,ORF6
WP_175417072.1,1374,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,280,419,2.94E-38,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
WP_175417072.1,1374,Gene3D,G3DSA:2.130.10.10,-,146,280,3.6E-40,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_175417072.1,1374,Gene3D,G3DSA:2.130.10.10,-,281,419,1.2E-42,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_175417072.1,1374,MobiDBLite,mobidb-lite,consensus disorder prediction,1125,1186,-,-,-,ORF6
WP_175417072.1,1374,PANTHER,PTHR34512,CELL SURFACE PROTEIN,361,494,4.3E-48,-,-,ORF6
WP_175417072.1,1374,Gene3D,G3DSA:2.140.10.10,-,421,504,1,-,-,ORF6
WP_175417072.1,1374,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,82,104,-,-,-,ORF6
